BIBLE	NOTE	PACK	SHORT	NAME	NAMEENGLISH	LANGUAGE	LANGUAGEENGLISH	COUNTRY	RTL	LANGUAGESTYLE	LANGUAGECSS	LANGUAGECODE	LANGUAGECODEISO	LANGUAGESPELL	NOPRO	ABCOPYRIGHT	COPYRIGHT	EXTENSION	WARNING	TRANSLATOR	SOURCE	YEAR	DESCRIPTION	SOURCEDOMAIN	SOURCELINK	SOURCELINKEXTRA	DOWNLOAD	AMAZON	AMAZONNT	AMAZONJOHN	KDP	KDPNT	KDPJOHN	LULU	LULUNT	LULUHARD	LULUJOHN	LULUX	LULUNTX	LULUHARDX	LULUJOHNX	BUYOTHER
Holy-Bible---Bu---Bauchi-Bu-Bible			BU	Geji Bauchi Bible	Bu Bauchi Bible	Geji	Bu	Nigeria (Bauchi)				zbu				Creative Commons Attribution ShareAlike 4.0 International, 2018-2026	Creative Commons Attribution ShareAlike 4.0			The Seed Company	Language Developers and Bible Translators	2025		eBible.org	https://ebible.org/details.php?id=zbu			NULL	NULL	NULL	NULL	NULL	NULL	https://www.lulu.com/shop/nainoia-inc/holy-bible-aionian-edition-bu-bauchi-bible/paperback/product-dy6945j.html	NULL	NULL	NULL	dy6945j	NULL	NULL	NULL	NULL
Holy-Bible---Bu---Bu-Bible			BUU	Jida Bible	Bu Bible	Jida	Bu	Nigeria (Nassarawa)				jid				Creative Commons Attribution ShareAlike 4.0 International, 2018-2026	Creative Commons Attribution ShareAlike 4.0			Door43 World Missions Community	Bu, Bwuh, NBTT	2020		eBible.org	https://ebible.org/details.php?id=jid			NULL	NULL	NULL	NULL	NULL	NULL	https://www.lulu.com/shop/nainoia-inc/holy-bible-aionian-edition-bu-bible/paperback/product-nvzp7mr.html	NULL	NULL	NULL	nvzp7mr	NULL	NULL	NULL	NULL
Holy-Bible---Bugun---Bugun-Bible			BUG	Iwo Surua Mua Wie Pha Bible	Bugun Bible	Khowa	Bugun	India (Arunachal Pradesh)				bgg				Creative Commons Attribution 4.0 International, 2018-2026	Creative Commons Attribution 4.0			The Word for the World International	The Word for the World International	2023		eBible.org	https://ebible.org/details.php?id=bgg			NULL	NULL	NULL	NULL	NULL	NULL	https://www.lulu.com/shop/nainoia-inc/holy-bible-aionian-edition-bugun-bible/paperback/product-2mw2v2p.html	NULL	NULL	NULL	2mw2v2p	NULL	NULL	NULL	NULL
Holy-Bible---Bulgarian---Bulgarian-Bible		1	BUL	Българска Библия	Bulgarian Bible	Българска	Bulgarian	Bulgaria, Balkans				bul	bg	bg		Creative Commons Attribution 4.0 International, 2018-2026	Public Domain			Translator unknown / Contributor=bible4u.net	Translator unknown			Bible4u.net	https://bible4u.net/en/download#BULG			NULL	NULL	NULL	NULL	NULL	NULL	https://www.lulu.com/shop/nainoia-inc/holy-bible-aionian-edition-bulgarian-bible/paperback/product-nrn2yn.html	https://www.lulu.com/shop/nainoia-inc/holy-bible-aionian-edition-bulgarian-bible-new-testament/paperback/product-j25w2m.html	https://www.lulu.com/shop/nainoia-inc/holy-bible-aionian-edition-bulgarian-bible/hardcover/product-medmen.html	https://www.lulu.com/shop/nainoia-inc/holy-bible-aionian-edition-bulgarian-bible-gospel-primer/paperback/product-57vyz9y.html	nrn2yn	j25w2m	medmen	57vyz9y	NULL
Holy-Bible---Bwile---Bwile-Bible			BWI	Bwile Bible	Bwile Bible	Bwile	Bwile	Zambia, DR Congo				bwc				Creative Commons Attribution ShareAlike 4.0 International, 2018-2026	Creative Commons Attribution ShareAlike 4.0			The Word for the World International	The Word for the World International	2025		eBible.org	https://ebible.org/details.php?id=bwc			NULL	NULL	NULL	NULL	NULL	NULL	https://www.lulu.com/shop/nainoia-inc/holy-bible-aionian-edition-bwile-bible/paperback/product-zmy6ngw.html	NULL	NULL	NULL	zmy6ngw	NULL	NULL	NULL	NULL
Holy-Bible---Calo---Calo-Bible			CAL	Evangelio Español Romaní de Lucas	Calo Gospel of Luke	Romaní	Calo	Spain, Portugal, South France				rmq				Creative Commons Attribution 4.0 International, 2018-2026	Public Domain			George Borrow / British and Foreign Bible Society	George Borrow and the British and Foreign Bible Society	1836, 1872		Crosswire.org	https://crosswire.org/sword/modules/ModInfo.jsp?modName=Calo			NULL	NULL	NULL	NULL	NULL	NULL	https://www.lulu.com/shop/nainoia-inc/holy-bible-aionian-edition-calo-gospel-of-luke/paperback/product-1gqdwv8d.html	NULL	NULL	NULL	1gqdwv8d	NULL	NULL	NULL	NULL
Holy-Bible---Cebuano---Cebuano-Bible		1	CEB	Balaan nga Bibliya	Cebuano Bible	Cebuano	Cebuano	Philippines (Central Visayas, Eastern Negros, Eastern Visayas, Mindanao)				ceb				Creative Commons Attribution ShareAlike 4.0 International, 2018-2026	Creative Commons Attribution ShareAlike 4.0			Door43 World Missions Community	Door43 World Missions Community	2019		eBible.org	https://ebible.org/details.php?id=cebulb			NULL	NULL	NULL	NULL	NULL	NULL	https://www.lulu.com/shop/nainoia-inc/holy-bible-aionian-edition-cebuano-bible/paperback/product-wg5k6v.html	https://www.lulu.com/shop/nainoia-inc/holy-bible-aionian-edition-cebuano-bible-new-testament/paperback/product-p4dg89.html	https://www.lulu.com/shop/nainoia-inc/holy-bible-aionian-edition-cebuano-bible/hardcover/product-kgnk2j.html	https://www.lulu.com/shop/nainoia-inc/holy-bible-aionian-edition-cebuano-bible-gospel-primer/paperback/product-nvzmqd8.html	wg5k6v	p4dg89	kgnk2j	nvzmqd8	NULL
Holy-Bible---Cebuano---Cebuano-Open-Bible			CEO	Ang Pulong sa Dios	Cebuano Open Bible	Cebuano	Cebuano	Philippines (Central Visayas, Eastern Negros, Eastern Visayas, Mindanao)				ceb				Creative Commons Attribution ShareAlike 4.0 International, 2018-2026	Creative Commons Attribution ShareAlike 4.0			Biblica, Inc.	Biblica, Inc.	2009, 2010, 2014, 2020		eBible.org	https://ebible.org/details.php?id=cebocb			NULL	NULL	NULL	NULL	NULL	NULL	https://www.lulu.com/shop/nainoia-inc/holy-bible-aionian-edition-cebuano-open-bible/paperback/product-959mq5e.html	https://www.lulu.com/shop/nainoia-inc/holy-bible-aionian-edition-cebuano-open-bible-new-testament/paperback/product-dy6rnyp.html	https://www.lulu.com/shop/nainoia-inc/holy-bible-aionian-edition-cebuano-open-bible/hardcover/product-jey59e6.html	NULL	959mq5e	dy6rnyp	jey59e6	NULL	NULL
Holy-Bible---Cebuano---Cebuano-Philippine		2	CEP	Cebuano Ang Biblia, Pinadayag	Cebuano Bible, Revelation	Cebuano	Cebuano	Philippines (Central Visayas, Eastern Negros, Eastern Visayas, Mindanao)				ceb				Creative Commons Attribution 4.0 International, 2018-2026	Public Domain			Philippine Bible Society	Philippine Bible Society	1917		Crosswire.org	https://crosswire.org/sword/modules/ModInfo.jsp?modName=CebPinadayag			NULL	NULL	NULL	NULL	NULL	NULL	https://www.lulu.com/shop/nainoia-inc/holy-bible-aionian-edition-cebuano-bible-revelation/paperback/product-7ke765k.html	https://www.lulu.com/shop/nainoia-inc/holy-bible-aionian-edition-cebuano-bible-revelation-new-testament/paperback/product-rmvpz28.html	https://www.lulu.com/shop/nainoia-inc/holy-bible-aionian-edition-cebuano-bible-revelation/hardcover/product-84926q5.html	NULL	7ke765k	rmvpz28	84926q5	NULL	NULL
Holy-Bible---Chamorro---Chamorro-Gospels-Acts-and-Psalms			CHA	Y Cuatro Ebangelio Sija Yan Y Checho Y Apostoles Yan Y Salmo Sija	Chamorro Gospels, Acts, Psalms	Chamorro	Chamorro	Guam, Northern Mariana Islands				cha	ch			Creative Commons Attribution 4.0 International, 2018-2026	Public Domain			American Bible Society	American Bible Society	1908		eBible.org	https://ebible.org/details.php?id=cha			1975924517	NULL	NULL	WTKJ5VTA5ST	NULL	NULL	https://www.lulu.com/shop/nainoia-inc/holy-bible-aionian-edition-chamorro-gospels-acts-psalms/paperback/product-1n7mpqgr.html	NULL	NULL	NULL	1n7mpqgr	NULL	NULL	NULL	NULL
Holy-Bible---Cherokee---Cherokee-New-Testament			CHR	ᏣᎳᎩ ᎦᏬᏂᎯᏍᏗ	Cherokee New Testament 1860	ᏣᎳᎩ ᎦᏬᏂᎯᏍᏗ	Cherokee	USA (OK, TN, NC, AR, CA)		font-cherokee.css	font-cherokee	chr				Creative Commons Attribution 4.0 International, 2018-2026	Public Domain			American Bible Society / Contributor=CherokeeNewTestament.org	American Bible Society and CherokeeNewTestament.org	1860		Crosswire.org	https://crosswire.org/sword/modules/ModInfo.jsp?modName=Che1860			NULL	NULL	NULL	NULL	NULL	NULL	https://www.lulu.com/shop/nainoia-inc/holy-bible-aionian-edition-cherokee-new-testament-1860/paperback/product-1e4d9pw6.html	NULL	NULL	NULL	1e4d9pw6	NULL	NULL	NULL	NULL
Holy-Bible---Chhattisgarhi---Chhattisgarhi-Bible	HIN		CHH	सुतंतर समकालीन छत्तीसगढ़ी अनुवाद	Chhattisgarhi Bible	छत्तीसगढ़ी	Chhattisgarhi	India (Chhattisgarh, Odisha, Maharashtra)		font-hindi.css	font-hindi	hne				Creative Commons Attribution ShareAlike 4.0 International, 2018-2026	Creative Commons Attribution ShareAlike 4.0			Biblica, Inc.	Biblica, Inc.	2012, 2016, 2021, 2024		eBible.org	https://ebible.org/details.php?id=hne	https://www.biblica.com		NULL	NULL	NULL	NULL	NULL	NULL	https://www.lulu.com/shop/nainoia-inc/holy-bible-aionian-edition-chhattisgarhi-bible/paperback/product-w4y2rk7.html	https://www.lulu.com/shop/nainoia-inc/holy-bible-aionian-edition-chhattisgarhi-bible-new-testament/paperback/product-57ydv6n.html	https://www.lulu.com/shop/nainoia-inc/holy-bible-aionian-edition-chhattisgarhi-bible/hardcover/product-kv57wk2.html	https://www.lulu.com/shop/nainoia-inc/holy-bible-aionian-edition-chhattisgarhi-bible-gospel-primer/paperback/product-zmye97q.html	w4y2rk7	57ydv6n	kv57wk2	zmye97q	NULL
Holy-Bible---Chichewa---Chichewa-Bible			CHW	Tsekulani Mawu a Mulungu	Chichewa Bible	Chichewa	Chichewa	Malawi, Zimbabwe				nya	ny	ny		Creative Commons Attribution ShareAlike 4.0 International, 2018-2026	Creative Commons Attribution ShareAlike 4.0			Biblica, Inc.	Biblica, Inc.	2002, 2016	Original work available for free at www.biblica.com and open.bible	eBible.org	https://ebible.org/details.php?id=nya	https://www.biblica.com		NULL	NULL	NULL	NULL	NULL	NULL	https://www.lulu.com/shop/nainoia-inc/holy-bible-aionian-edition-chichewa-bible/paperback/product-gj2wqeg.html	https://www.lulu.com/shop/nainoia-inc/holy-bible-aionian-edition-chichewa-bible-new-testament/paperback/product-45qk9z8.html	https://www.lulu.com/shop/nainoia-inc/holy-bible-aionian-edition-chichewa-bible/hardcover/product-95eg6rd.html	https://www.lulu.com/shop/nainoia-inc/holy-bible-aionian-edition-chichewa-bible-gospel-primer/paperback/product-v8jmkr6.html	gj2wqeg	45qk9z8	95eg6rd	v8jmkr6	NULL
Holy-Bible---Chin-Daai---Daai-Chin-Bible			CDA	Dai Cangcim Kthai	Daai Chin Bible	Daai	Chin, Daai	Myanmar (Chin State, Kanpetlet, Matupi, Mindat, Paletwa)				dao				Creative Commons Attribution 4.0 International, 2018-2026	Creative Commons Attribution 4.0			The Word for the World International	The Word for the World International	2018		eBible.org	https://ebible.org/details.php?id=dao			NULL	NULL	NULL	NULL	NULL	NULL	https://www.lulu.com/shop/nainoia-inc/holy-bible-aionian-edition-daai-chin-bible/paperback/product-v8jpgpj.html	NULL	NULL	NULL	v8jpgpj	NULL	NULL	NULL	NULL
Holy-Bible---Chin-Eastern-Khumi---Asang-Khongca-Bible			CAK	Asang Khongca Bible	Eastern Khumi Chin Bible	Asaang Khongca	Chin, Eastern Khumi	Myanmar (Chin State, Rakhine State), Bangladesh				cek				Creative Commons Attribution 4.0 International, 2018-2026	Public Domain			Anonymous	Translators anonymous for security reasons	2019		eBible.org	https://ebible.org/details.php?id=cekak			NULL	NULL	NULL	NULL	NULL	NULL	https://www.lulu.com/shop/nainoia-inc/holy-bible-aionian-edition-eastern-khumi-chin-bible/paperback/product-7zy67v.html	https://www.lulu.com/shop/nainoia-inc/holy-bible-aionian-edition-eastern-khumi-chin-bible-new-testament/paperback/product-ye75pp.html	https://www.lulu.com/shop/nainoia-inc/holy-bible-aionian-edition-eastern-khumi-chin-bible/hardcover/product-d4rg9r.html	https://www.lulu.com/shop/nainoia-inc/holy-bible-aionian-edition-eastern-khumi-chin-bible-gospel-primer/paperback/product-gj2dvjd.html	7zy67v	ye75pp	d4rg9r	gj2dvjd	NULL
Holy-Bible---Chinese---Chinese-Easy-to-Read			CER	免费的易读圣经	Free Easy to Read Bible	汉语	Chinese	China, Taiwan		font-babelstonehan.css	font-babelstonehan	cmn	zh-Hans	SKIP		Creative Commons Attribution ShareAlike 4.0 International, 2018-2026	Creative Commons Attribution ShareAlike 4.0			Free Bible Ministry, Inc.	Free Bible Ministry, Inc.	2022		eBible.org	https://ebible.org/details.php?id=cmnfeb			NULL	NULL	NULL	NULL	NULL	NULL	https://www.lulu.com/shop/nainoia-inc/holy-bible-aionian-edition-free-easy-to-read-bible/paperback/product-dyzvgk8.html	NULL	NULL	NULL	dyzvgk8	NULL	NULL	NULL	NULL
Holy-Bible---Chinese---Chinese-Sigao-Bible			CSG	思高本 聖經：思高聖經學會譯釋	Sīgāo Běn, Bible	漢語	Chinese	China, Taiwan		font-babelstonehan.css	font-babelstonehan	cmn	zh-Hant	SKIP		Creative Commons Attribution 4.0 International, 2018-2026	Public Domain			Friar Gabriele Allegra	Sīgāo Bible Society	1944-1960		Crosswire.org	https://crosswire.org/sword/modules/ModInfo.jsp?modName=ChiSB			NULL	NULL	NULL	NULL	NULL	NULL	https://www.lulu.com/shop/nainoia-inc/holy-bible-aionian-edition-s%C4%ABg%C4%81o-b%C4%9Bn-bible/paperback/product-m2kpy4g.html	https://www.lulu.com/shop/nainoia-inc/holy-bible-aionian-edition-s%C4%ABg%C4%81o-b%C4%9Bn-bible-new-testament/paperback/product-84925n2.html	https://www.lulu.com/shop/nainoia-inc/holy-bible-aionian-edition-s%C4%ABg%C4%81o-b%C4%9Bn-bible/hardcover/product-v8jpy9r.html	NULL	m2kpy4g	84925n2	v8jpy9r	NULL	NULL
Holy-Bible---Chinese---Chinese-Union-Version-Simplified		1	CUS	新标点和合本	Chinese Union Version Simplified	汉语	Chinese	China, Taiwan		font-babelstonehan.css	font-babelstonehan	cmn	zh-Hans	SKIP		Creative Commons Attribution 4.0 International, 2018-2026	Public Domain			Calvin Mateer et al / China Christian Council / Hong Kong Bible Society	Calvin Mateer et al and China Christian Council or Hong Kong Bible Society	1919		eBible.org	https://ebible.org/details.php?id=cmn-cu89s			197592455X	1985365391	NULL	G2GY18MC0VG	6FVWKTTKHTR	NULL	https://www.lulu.com/shop/nainoia-inc/holy-bible-aionian-edition-chinese-union-version-simplified/paperback/product-1n7mpq9r.html	https://www.lulu.com/shop/nainoia-inc/holy-bible-aionian-edition-chinese-union-version-simplified-new-testament/paperback/product-1kkdp85z.html	https://www.lulu.com/shop/nainoia-inc/holy-bible-aionian-edition-chinese-union-version-simplified/hardcover/product-1gqdwvdg.html	NULL	1n7mpq9r	1kkdp85z	1gqdwvdg	NULL	NULL
Holy-Bible---Chinese---Chinese-Union-Version-Traditional		2	CUT	新標點和合本	Chinese Union Version Traditional	漢語	Chinese	China, Taiwan		font-babelstonehan.css	font-babelstonehan	cmn	zh-Hant	SKIP		Creative Commons Attribution 4.0 International, 2018-2026	Public Domain			Calvin Mateer et al / China Christian Council / Hong Kong Bible Society	Calvin Mateer et al and China Christian Council or Hong Kong Bible Society	1919		eBible.org	https://ebible.org/details.php?id=cmn-cu89t			1975924657	1985365448	NULL	J1DRRVJ3M7T	86950ZJ4HV8	NULL	https://www.lulu.com/shop/nainoia-inc/holy-bible-aionian-edition-chinese-union-version-traditional/paperback/product-1498kn88.html	https://www.lulu.com/shop/nainoia-inc/holy-bible-aionian-edition-chinese-union-version-traditional-new-testament/paperback/product-1669mq9e.html	https://www.lulu.com/shop/nainoia-inc/holy-bible-aionian-edition-chinese-union-version-traditional/hardcover/product-1jwdp9dg.html	https://www.lulu.com/shop/nainoia-inc/holy-bible-aionian-edition-chinese-union-version-traditional-gospel-primer/paperback/product-jeqd995.html	1498kn88	1669mq9e	1jwdp9dg	jeqd995	NULL
Holy-Bible---Chinese---Mandarin-Bible-Simplified			CMS	圣经当代译本开放资源	Mandarin Open Bible (Simplified)	汉语	Chinese	China, Taiwan		font-babelstonehan.css	font-babelstonehan	cmn	zh-Hans	SKIP		Creative Commons Attribution ShareAlike 4.0 International, 2018-2025	Creative Commons Attribution ShareAlike 4.0			Biblica, Inc.	Biblica, Inc.	1979, 2005, 2007, 2011, 2022		eBible.org	https://ebible.org/details.php?id=cmncbs	https://www.biblica.com		NULL	NULL	NULL	NULL	NULL	NULL	https://www.lulu.com/shop/nainoia-inc/holy-bible-aionian-edition-mandarin-open-bible-simplified/paperback/product-v8y7jqr.html	https://www.lulu.com/shop/nainoia-inc/holy-bible-aionian-edition-mandarin-open-bible-simplified-new-testament/paperback/product-yvyr89z.html	https://www.lulu.com/shop/nainoia-inc/holy-bible-aionian-edition-mandarin-open-bible-simplified/hardcover/product-w4y2rqv.html	NULL	v8y7jqr	yvyr89z	w4y2rqv	NULL	NULL
Holy-Bible---Chinese---Mandarin-Bible-Traditional			CMM	聖經，當代譯本開放資源	Mandarin Open Bible (Traditional)	汉语	Chinese	China, Taiwan		font-babelstonehan.css	font-babelstonehan	cmn	zh-Hans	SKIP		Creative Commons Attribution ShareAlike 4.0 International, 2018-2025	Creative Commons Attribution ShareAlike 4.0			Biblica, Inc.	Biblica, Inc.	1979, 2005, 2007, 2012, 2023		eBible.org	https://ebible.org/details.php?id=cmncbt	https://www.biblica.com		NULL	NULL	NULL	NULL	NULL	NULL	https://www.lulu.com/shop/nainoia-inc/holy-bible-aionian-edition-mandarin-open-bible-traditional/paperback/product-7kvdewz.html	https://www.lulu.com/shop/nainoia-inc/holy-bible-aionian-edition-mandarin-open-bible-traditional-new-testament/paperback/product-2mwdq8g.html	https://www.lulu.com/shop/nainoia-inc/holy-bible-aionian-edition-mandarin-open-bible-traditional/hardcover/product-gjy42pk.html	NULL	7kvdewz	2mwdq8g	gjy42pk	NULL	NULL
Holy-Bible---Chin-Matu---Matupi-Chin-2019			MC9	Baibal Olcim	Matupi Chin Standard Bible 2019	Matupi Chin	Chin, Matu	Myanmar (Chin State, Matupi), India (Mizoram)				hlt				Creative Commons Attribution ShareAlike 4.0 International, 2018-2026	Creative Commons Attribution ShareAlike 4.0			Published in Mynmar	Published in Mynmar	2019		eBible.org	https://ebible.org/details.php?id=hltmcsb			NULL	NULL	NULL	NULL	NULL	NULL	https://www.lulu.com/shop/nainoia-inc/holy-bible-aionian-edition-matupi-chin-standard-bible-2019/paperback/product-zm9py79.html	https://www.lulu.com/shop/nainoia-inc/holy-bible-aionian-edition-matupi-chin-standard-bible-2019-new-testament/paperback/product-yv8py5p.html	https://www.lulu.com/shop/nainoia-inc/holy-bible-aionian-edition-matupi-chin-standard-bible-2019/hardcover/product-jeqpyye.html	NULL	zm9py79	yv8py5p	jeqpyye	NULL	NULL
Holy-Bible---Chin-Matu---Matupi-Chin-Bible			MCB	Baibal Olcim	Matupi Chin Standard Bible	Matupi Chin	Chin, Matu	Myanmar (Chin State, Matupi), India (Mizoram)				hlt				Creative Commons Attribution 4.0 International, 2018-2026	Public Domain			Translator unknown / Contributor=eBible.org	Published in Myanmar independent of international copyright treaties	2018		eBible.org	https://ebible.org/details.php?id=hlt			NULL	NULL	NULL	NULL	NULL	NULL	https://www.lulu.com/shop/nainoia-inc/holy-bible-aionian-edition-matupi-chin-standard-bible/paperback/product-1z7rpy84.html	https://www.lulu.com/shop/nainoia-inc/holy-bible-aionian-edition-matupi-chin-standard-bible-new-testament/paperback/product-1mmzpy4k.html	https://www.lulu.com/shop/nainoia-inc/holy-bible-aionian-edition-matupi-chin-standard-bible/hardcover/product-17687vg6.html	https://www.lulu.com/shop/nainoia-inc/holy-bible-aionian-edition-matupi-chin-standard-bible-gospel-primer/paperback/product-gj2dvvd.html	1z7rpy84	1mmzpy4k	17687vg6	gj2dvvd	NULL
Holy-Bible---Chin-Matu---Tuivang-Matu-Chin-Bible			CMT	Tuivang Holy Bible	Tuivang Matu Chin Bible	Tuivang	Chin, Matu	Myanmar (Chin State, Matupi), India (Mizoram)				hlt				Creative Commons Attribution ShareAlike 4.0 International, 2018-2026	Creative Commons Attribution ShareAlike 4.0			Batupei Christian Fellowship	Batupei Christian Fellowship	2020		eBible.org	https://ebible.org/details.php?id=hltthb			NULL	NULL	NULL	NULL	NULL	NULL	https://www.lulu.com/shop/nainoia-inc/holy-bible-aionian-edition-tuivang-matu-chin-bible/paperback/product-97m6yp.html	NULL	NULL	NULL	97m6yp	NULL	NULL	NULL	NULL
Holy-Bible---Chin-Siyin---Siyin-Chin-Bible			CSB	Tinaung Takluem	Siyin Chin Bible	Siyin Chin	Chin, Siyin	Myanmar (Chin State, Tedim)				csy				Creative Commons Attribution ShareAlike 4.0 International, 2018-2026	Creative Commons Attribution ShareAlike 4.0			Siyin KJV Bible Team	Siyin KJV Bible Team	2020		eBible.org	https://ebible.org/details.php?id=csy			NULL	NULL	NULL	NULL	NULL	NULL	https://www.lulu.com/shop/nainoia-inc/holy-bible-aionian-edition-siyin-chin-bible/paperback/product-5q4y4g.html	NULL	NULL	NULL	5q4y4g	NULL	NULL	NULL	NULL
Holy-Bible---Chin-Thado---Chongthu-Bible			CTC	Pathen Lekhabu Theng	Chongthu Bible	Chongthu	Chin, Thado	India (Manipur, Assam), Myanmar, Bangladesh				tcz				Creative Commons Attribution ShareAlike 4.0 International, 2018-2026	Creative Commons Attribution ShareAlike 4.0			Chongthu Bible Translation Team	Chongthu Bible Translation Team	2020		eBible.org	https://ebible.org/details.php?id=tczchongthu			NULL	NULL	NULL	NULL	NULL	NULL	https://www.lulu.com/shop/nainoia-inc/holy-bible-aionian-edition-chongthu-bible/paperback/product-ye7yvp.html	https://www.lulu.com/shop/nainoia-inc/holy-bible-aionian-edition-chongthu-bible-new-testament/paperback/product-2n2wv5.html	https://www.lulu.com/shop/nainoia-inc/holy-bible-aionian-edition-chongthu-bible/hardcover/product-eqewp4.html	https://www.lulu.com/shop/nainoia-inc/holy-bible-aionian-edition-chongthu-bible-gospel-primer/paperback/product-gj2dvgd.html	ye7yvp	2n2wv5	eqewp4	gj2dvgd	NULL
