# File Name: IVERSE.txt
# File Size: 1232809     
# File Date: 02/17/2026 10:46:12
# File Purpose: Supporting resource for the Aionian Bible project
# File Location: https://resources.AionianBible.org
# File Copyright: Creative Commons Attribution 4.0 International, 2018-2026
# File Generator: ABCMS (alpha)
# File Accuracy: Contact publisher with corrections to file format or content
# Publisher Name: Nainoia Inc
# Publisher Contact: https://www.AionianBible.org/Publisher
# Publisher Mission: https://www.AionianBible.org/Preface
# Publisher Website: https://NAINOIA-INC.signedon.net
# Publisher Facebook: https://www.Facebook.com/AionianBible
#
BIBLE	REF	TEXT
BIBLE	REFERENCE	TEXT
Holy-Bible---Aramaic---Syriac-Peshitta	REV-021-002	ܓܠܝܢܐ 21:2-3	ܘܠܡܕܝܢܬܐ ܩܕܝܫܬܐ ܐܘܪܫܠܡ ܚܕܬܐ ܚܙܝܬܗ ܕܢܚܬܐ ܡܢ ܫܡܝܐ ܡܢ ܨܝܕ ܐܠܗܐ ܕܡܛܝܒܐ ܐܝܟ ܟܠܬܐ ܡܨܒܬܬܐ ܠܒܥܠܗ ܘܫܡܥܬ ܩܠܐ ܪܒܐ ܡܢ ܫܡܝܐ ܕܐܡܪ ܗܐ ܡܫܪܝܐ ܕܐܠܗܐ ܥܡ ܒܢܝܢܫܐ ܘܫܪܐ ܥܡܗܘܢ ܘܗܢܘܢ ܥܡܐ ܕܝܠܗ ܢܗܘܘܢ ܘܗܘ ܐܠܗܐ ܥܡܗܘܢ ܘܢܗܘܐ ܠܗܘܢ ܐܠܗܐ
Holy-Bible---Aramaic---Syriac-Peshitta	HEB-011-008	ܥܒܪ̈ܝܐ 11:8	ܒܗܝܡܢܘܬܐ ܐܒܪܗܡ ܟܕ ܐܬܩܪܝ ܐܫܬܡܥ ܕܢܦܘܩ ܠܐܬܪܐ ܗܘ ܕܥܬܝܕ ܗܘܐ ܕܢܤܒ ܠܝܪܬܘܬܐ ܘܢܦܩ ܟܕ ܠܐ ܝܕܥ ܗܘܐ ܠܐܝܟܐ ܐܙܠ
Holy-Bible---Aramaic---Syriac-Peshitta	EXO-013-017		
Holy-Bible---Aramaic---Syriac-Peshitta	MAR-010-045	ܡܪܩܘܣ 10:45	ܐܦ ܒܪܗ ܓܝܪ ܕܐܢܫܐ ܠܐ ܐܬܐ ܕܢܫܬܡܫ ܐܠܐ ܕܢܫܡܫ ܘܕܢܬܠ ܢܦܫܗ ܦܘܪܩܢܐ ܚܠܦ ܤܓܝܐܐ
Holy-Bible---Aramaic---Syriac-Peshitta	ROM-001-001	ܪ̈ܗܘܡܝܐ 1:1	ܦܘܠܘܤ ܥܒܕܐ ܕܝܫܘܥ ܡܫܝܚܐ ܩܪܝܐ ܘܫܠܝܚܐ ܕܐܬܦܪܫ ܠܐܘܢܓܠܝܘܢ ܕܐܠܗܐ
Holy-Bible---Aramaic---Syriac-Peshitta	MAT-028-019	ܡܬܝ 28:19	ܙܠܘ ܗܟܝܠ ܬܠܡܕܘ ܟܠܗܘܢ ܥܡܡܐ ܘܐܥܡܕܘ ܐܢܘܢ ܒܫܡ ܐܒܐ ܘܒܪܐ ܘܪܘܚܐ ܕܩܘܕܫܐ
Holy-Bible---Arapaho---Arapaho-Luke	JOH-003-016		
Holy-Bible---Arapaho---Arapaho-Luke	GEN-003-024		
Holy-Bible---Arapaho---Arapaho-Luke	LUK-023-034	Luke 23:34	Haenaāenehede Hejavaneauthusau, Nāchau jaegudanauwunene; hanau daujāenuu hasedauthee. Nau haejaanauwaunenau, hedāchaunene, nau haeheedaudauusadaunenau.
Holy-Bible---Arapaho---Arapaho-Luke	REV-021-002		 
Holy-Bible---Arapaho---Arapaho-Luke	HEB-011-008		
Holy-Bible---Arapaho---Arapaho-Luke	EXO-013-017		
Holy-Bible---Arapaho---Arapaho-Luke	MAR-010-045		
Holy-Bible---Arapaho---Arapaho-Luke	ROM-001-001		
Holy-Bible---Arapaho---Arapaho-Luke	MAT-028-019		
Holy-Bible---Armenian---Armenian-Bible-Eastern	JOH-003-016	ՅՈՎՀԱՆՆՈԻ 3:16	քանի որ Աստուած այնքան սիրեց աշխարհը, որ մինչեւ իսկ իր միածին Որդուն տուեց, որպէսզի, ով նրան հաւատում է, չկորչի, այլ ընդունի յաւիտենական կեանքը.
Holy-Bible---Armenian---Armenian-Bible-Eastern	GEN-003-024	ԾՆՆԴՈՑ 3:24	Աստուած դուրս հանեց Ադամին, բնակեցրեց բերկրութեան դրախտի դիմաց եւ հրամայեց քերովբէներին ու բոցեղէն սրին շուրջանակի հսկել դէպի կենաց ծառը տանող ճանապարհները:
Holy-Bible---Armenian---Armenian-Bible-Eastern	LUK-023-034	ՂՈԻԿԱՍ 23:34	Եւ Յիսուս ասաց. «Հա՛յր, ների՛ր դրանց, որովհետեւ չգիտեն, թէ ինչ են անում»: Եւ նրա զգեստները բաժանելու համար վիճակ գցեցին:
Holy-Bible---Armenian---Armenian-Bible-Eastern	REV-021-002		 
Holy-Bible---Armenian---Armenian-Bible-Eastern	HEB-011-008		
Holy-Bible---Armenian---Armenian-Bible-Eastern	EXO-013-017	ԵԼՔ 13:17	Երբ փարաւոնն արձակեց ժողովրդին, Աստուած նրանց կարճ ճանապարհով՝ Փղշտացիների երկրով չառաջնորդեց, որովհետեւ Աստուած մտածեց, թէ ժողովուրդը պատերազմի բռնուելով՝ գուցէ վախենայ ու Եգիպտոս վերադառնայ:
Holy-Bible---Armenian---Armenian-Bible-Eastern	MAR-010-045	ՄԱՐԿՈՍ 10:45	որովհետեւ մարդու Որդին էլ չեկաւ ծառայութիւն ընդունելու, այլ՝ ծառայելու եւ տալու իր անձը որպէս փրկանք շատերի փոխարէն»:
Holy-Bible---Armenian---Armenian-Bible-Eastern	ROM-001-001		
Holy-Bible---Armenian---Armenian-Bible-Eastern	MAT-028-019	ՄԱՏԹԷՈՍ 28:19	Գնացէ՛ք ուրեմն աշակերտ դարձրէ՛ք բոլոր ազգերին, նրանց մկրտեցէ՛ք Հօր եւ Որդու եւ Սուրբ Հոգու անունով:
Holy-Bible---Armenian---Armenian-Bible-Western	JOH-003-016	ՅՈՎՀԱՆՆՈԻ 3:16	Որովհետեւ Աստուած ա՛յնպէս սիրեց աշխարհը, որ մինչեւ անգամ տուաւ իր միածին Որդին, որպէսզի ո՛վ որ հաւատայ անոր՝ չկորսուի, հապա ունենայ յաւիտենական կեանքը:
Holy-Bible---Armenian---Armenian-Bible-Western	GEN-003-024		
Holy-Bible---Armenian---Armenian-Bible-Western	LUK-023-034	ՂՈԻԿԱՍ 23:34	Յիսուս ըսաւ. «Հա՛յր, ներէ՛ անոնց, որովհետեւ չեն գիտեր թէ ի՛նչ կ՚ընեն»: Յետոյ անոր հանդերձները բաժնելու ատեն՝ վիճակ ձգեցին:
Holy-Bible---Armenian---Armenian-Bible-Western	REV-021-002	ՅԱՅՏՆՈՒԹԻՒՆ ՅՈՎՀԱՆՆՈՒ 21:2-3	Տեսայ սուրբ քաղաքը՝ նո՛ր Երուսաղէմը, որ կ՚իջնէր երկինքէն՝ Աստուծմէ, իր ամուսինին համար զարդարուած հարսի մը պէս պատրաստուած: Ու լսեցի երկինքէն հզօր ձայն մը՝ որ կ՚ըսէր. «Ահա՛ Աստուծոյ խորանը՝ մարդոց մէջ: Ի՛նք պիտի բնակի հոն, եւ անոնք պիտի ըլլան իր ժողովուրդը. Աստուած ի՛նք պիտի ըլլայ անոնց հետ՝ իբր անոնց Աստուածը:
Holy-Bible---Armenian---Armenian-Bible-Western	HEB-011-008	ԵԲՐԱՅԵՑԻՍ 11:8	Հաւատքո՛վ Աբրահամ հնազանդեցաւ, երբ կանչուեցաւ մեկնելու տեղ մը՝ որ պիտի ստանար իբր ժառանգութիւն, ու մեկնեցաւ՝ առանց գիտնալու թէ ո՛ւր կ՚երթար:
Holy-Bible---Armenian---Armenian-Bible-Western	EXO-013-017		
Holy-Bible---Armenian---Armenian-Bible-Western	MAR-010-045	ՄԱՐԿՈՍ 10:45	Քանի որ մարդու Որդին եկաւ ո՛չ թէ սպասարկութիւն ընդունելու, հապա՝ սպասարկելու եւ իր անձը իբր փրկանք տալու շատերու համար»:
Holy-Bible---Armenian---Armenian-Bible-Western	ROM-001-001	ՀՌՈՎՄԱՅԵՑԻՍ 1:1	Պօղոս, ծառայ Յիսուս Քրիստոսի, կանչուած՝ առաքեալ ըլլալու, նշանակուած՝ քարոզելու Աստուծոյ աւետարանը,
Holy-Bible---Armenian---Armenian-Bible-Western	MAT-028-019	ՄԱՏԹԷՈՍ 28:19	Ուրեմն գացէ՛ք, աշակերտեցէ՛ք բոլոր ազգերը, մկրտեցէ՛ք զանոնք Հօր, Որդիին եւ Սուրբ Հոգիին անունով:
Holy-Bible---Aruamu---Aruamu-Bible	JOH-003-016	Jon 3:16	“God Otarir bar vamɨra iti. Egha God nguazimɨn itir gumazamiziba, bar me gifonge. A kamaghsua, gumazamiziba bar nɨghnɨzir gavgavim an Otarimɨn ikɨva ovengan kogh, zurara itir ikɨrɨmɨrir aghuarim iniam. Bizir kam bagha an Otarir bar vamɨran kam me ganɨngi.
Holy-Bible---Aruamu---Aruamu-Bible	GEN-003-024	Jenesis 3:24	Egha God gumazim ko amizim batuegha, enselɨn bar gavgaviba amɨsefe, eghtɨ me Idenɨn Azenimɨn aruem anadi naghɨn tuivigh an ganam. Egha uaghan mɨdorozir sabam atɨ. Sabar kam, angazangarim ikia avir mɨzariar gavgavimɨn mɨn pamtem isia, danganibar bar uabɨ gɨghavkɨra gari. Dughiabar zurara enselɨn kaba ko mɨdorozir sabar kam azenir kamɨn gara iti, eghtɨ gumazitam temer ikɨrɨmɨrir angamɨra itim anɨdir kamɨn boroghɨn mangan kogham.
Holy-Bible---Aruamu---Aruamu-Bible	LUK-023-034	Luk 23:34	Ezɨ Iesus kamaghɨn mɨgei, “Afeziam, me amir biziba, me dagh fozir puvatɨ. Nɨ men arazir kuraba gɨn amadagh.” Ezɨ mɨdorozir gumaziba Iesusɨn korotiaba iniasa satu gikararai.
Holy-Bible---Aruamu---Aruamu-Bible	REV-021-002	Akar Mogomem 21:2-3	Ezɨ Nguibar God Baghavɨra Itim, a Jerusalemɨn igiam, kɨ an gari. Kɨ an garima, a Godɨn damazimɨn ikegha Godɨn Nguibam ategha izaghiri. A uabɨ akɨrigha, kurukazir bar aghuim gami, mati amizim uan pamɨn ikiasa kuruke. Ezɨ kɨ orazi, tiarir mam atrivir dabirabimɨn iza pamtem mɨgei: “Ia orakigh. Datɨrɨghɨn God gumazamiziba ko ikiavɨra iti! Egh men tongɨn ikɨtɨ me an gumazamizibar ikiam. God uabɨ me ko ikɨ egh men Godɨn ikiam.
Holy-Bible---Aruamu---Aruamu-Bible	HEB-011-008	Hibru 11:8	Ezɨ uaghan Abraham nɨghnɨzir gavgavim Godɨn iti. Egha bizir kam bagha God an diazir dughiamɨn, Abraham Godɨn akamɨn gɨn ghua, egha uan nguibam ataki. Egha a nguibar God a danɨngasa akam akɨrizimɨn ghu, kar guizɨn an nguibamra. Ezɨ Abraham fozir puvatɨ, a managh mangam. Egha a nɨghnɨzir gavgavim ikia egha a zui.
Holy-Bible---Aruamu---Aruamu-Bible	EXO-013-017	Ua Me Ini 13:17	Atrivim Israelian gumazamiziba ataghizɨ me zuir dughiamɨn, God kamaghɨn nɨghnɨgha ghaze, “Israelia tuavir otevimɨn mangɨ igharaz darazir gantɨ, me me mɨsoghsɨ damutɨ, me uan nɨghnɨzibagh iragh, uamategh Isipɨn mangɨsɨ nɨghnɨgham. Ezɨ Israelia kamaghɨn damuan kɨ ifongezir puvatɨ.” Kamaghɨn, God tuavir otevimɨn me inigha Filistian kantrin ongarir dadarimɨn zuir puvatɨ.
Holy-Bible---Aruamu---Aruamu-Bible	MAR-010-045	Mak 10:45	Ezɨ kamaghɨra Gumazamizibar Otarim iza, gumazamizibar amutɨ me a bagh ingarasa, a izezir pu. Puvatɨ, a me bagh ingarasa ize. A gumazamizir avɨriba bagh ovegh ua me givezegh me iniasa ize.”
Holy-Bible---Aruamu---Aruamu-Bible	ROM-001-001	Rom 1:1	Kɨ Pol, kɨ ia bagha akɨnafarir kam osiri. Kɨ Krais Iesusɨn ingangarir gumazir mam. Krais Iesus nan diagha ghaze, nɨ Godɨn aposelɨn otogham. Egha a na mɨsevegha Akar Aghuim akunamin ingangarim na ganɨngi.
Holy-Bible---Aruamu---Aruamu-Bible	MAT-028-019	Matyu 28:19	Kamaghɨn amizɨ, ia nguazimɨn itir nguibaba bar dar mangɨ, ikɨziba bar dar gumazamiziba, me damutɨ, me nan suren gumazamizibar otiv. Eghtɨ ia Afeziamɨn ziam ko, Otarimɨn ziam, ko Godɨn Duamɨn ziamɨn me ru.
Holy-Bible---Arumanisht---Aromanian-Bible	JOH-003-016		
Holy-Bible---Arumanisht---Aromanian-Bible	GEN-003-024		
Holy-Bible---Arumanisht---Aromanian-Bible	LUK-023-034		
Holy-Bible---Arumanisht---Aromanian-Bible	REV-021-002		 
Holy-Bible---Arumanisht---Aromanian-Bible	HEB-011-008		
Holy-Bible---Arumanisht---Aromanian-Bible	EXO-013-017		
Holy-Bible---Arumanisht---Aromanian-Bible	MAR-010-045	Marcu 10:45	Cã sh-Hiljilu a omlui nu-vini s-lji huzmitipseascã, ma s-huzmitipseascã shi di dari bana a lui ca prets ti acumprarea a multsilor.”
Holy-Bible---Arumanisht---Aromanian-Bible	ROM-001-001		
Holy-Bible---Arumanisht---Aromanian-Bible	MAT-028-019	Mateu 28:19	Dutsets-vã sh-nvitsats ucenitsi di tuti fãrili, pãtidzãnda tu numa a Tatãlui, sh-a Hiljiui sh-a Sãmtului Duh,
Holy-Bible---Assamese---Assamese-Bible	JOH-003-016	যোহন ৩:১৬	কাৰণ ঈশ্বৰে জগতক ইমান প্ৰেম কৰিলে যে, তেওঁ নিজৰ একমাত্ৰ পুত্ৰকে দান কৰিলে, যাতে যি কোনোৱে তেওঁত বিশ্বাস কৰে, তেওঁ নষ্ট নহয়, কিন্তু অনন্ত জীৱন পায়।
Holy-Bible---Assamese---Assamese-Bible	GEN-003-024	আদিপুস্তক ৩:২৪	এইদৰে ঈশ্বৰে মানুহক এদন বাৰীৰ পৰা খেদাই দিলে; তাৰ পাছত জীৱন-বৃক্ষৰ ওচৰলৈ যোৱাৰ পথ ৰখিবলৈ, এদন বাৰীৰ পুবফালে কৰূবসকলক ৰাখিলে আৰু চাৰিওফালে ঘূৰি থকা এখন জলন্তময় তৰোৱালকো তাত থলে।
Holy-Bible---Assamese---Assamese-Bible	LUK-023-034	লূক ২৩:৩৪	তেতিয়া যীচুৱে ক’লে, “হে পিতৃ, এওঁলোকক ক্ষমা কৰা; কিয়নো এওঁলোকে কি কৰিছে, সেই বিষয়ে নাজানে।” পাছত তেওঁলোকে চিঠি খেলি তেওঁৰ বস্ত্ৰ ভগাই ললে।
Holy-Bible---Assamese---Assamese-Bible	REV-021-002	প্ৰকাশিত বাক্য ২১:২-৩	আৰু দৰাৰ কাৰণে বিভূষিতা কন্যা যেনে, তেনেকৈ যুগুত হোৱা, সেই পবিত্ৰ নগৰ নতুন যিৰূচালেমক, ঈশ্বৰৰ পৰা, অৰ্থাৎ স্বৰ্গৰ পৰা নমা দেখিলোঁ। পাছত মই সেই সিংহাসনৰ পৰা এই মহা আকাশ-বাণী শুনিলোঁ, “সৌৱা চোৱা!” লোক সকলৰ সহিত ঈশ্বৰৰ নিবাস আৰু তেওঁলোকৰ সহিত তেওঁ নিবাস কৰিব৷ তেওঁলোক তেওঁৰ নিজ লোক হব, আৰু ঈশ্বৰ নিজে সঙ্গী হৈ তেওঁলোকৰ ঈশ্বৰ হ’ব৷
Holy-Bible---Assamese---Assamese-Bible	HEB-011-008	ইব্ৰী ১১:৮	ঈশ্বৰত বিশ্বাস আছিল কাৰণে ঈশ্বৰে যেতিয়া অব্ৰাহামক আহ্বান কৰিলে, তেতিয়া তেওঁ বাধ্য হ’ল, আৰু তেওঁক যি দেশ দিম বুলি ঈশ্বৰে কৈছিল, সেই দেশ অধিকাৰ কৰিবৰ বাবে তেওঁ গৈছিল; আৰু ক’লৈ যাব লাগে, সেই বিষয়ে নাজানিও ওলাই গৈছিল।
Holy-Bible---Assamese---Assamese-Bible	EXO-013-017	যাত্রাপুস্তক ১৩:১৭	ফৰৌণে যেতিয়া লোকসকলক যাবলৈ এৰি দিলে, তেতিয়া পলেষ্টীয়াসকলৰ দেশেৰে বাট চমু আছিল যদিও, ঈশ্বৰে তেওঁলোকক সেই বাটেদি নিনিলে। কিয়নো ঈশ্বৰে ক’লে, “হয়তো যুদ্ধৰ সন্মুখিন হ’লে লোকসকলে মন সলনি কৰি মিচৰলৈ উভটি যাব।”
Holy-Bible---Assamese---Assamese-Bible	MAR-010-045	মাৰ্ক ১০:৪৫	কিয়নো মানুহৰ পুত্ৰ সেৱা শুশ্ৰূষা পাবৰ বাবে নহয়, কিন্তু সেৱা শুশ্ৰূষা কৰিবলৈ আৰু অনেকৰ মুক্তিৰ মূল্যৰ অৰ্থে নিজৰ প্ৰাণ দিবলৈহে আহিল।”
Holy-Bible---Assamese---Assamese-Bible	ROM-001-001	ৰোমীয়া ১:১	মই পৌল, যীচু খ্ৰীষ্টৰ এজন দাস আৰু ঈশ্বৰৰ শুভবাৰ্তাৰ কাৰণে পৃথক হোৱা আমন্ত্ৰিত পাঁচনি;
Holy-Bible---Assamese---Assamese-Bible	MAT-028-019	মথি ২৮:১৯	এই হেতুকে, তোমালোক যোৱা; আৰু সকলো জাতিকে শিষ্য কৰি, পিতৃ, পুত্ৰ আৰু পবিত্ৰ আত্মাৰ নামেৰে তেওঁলোকক বাপ্তাইজ কৰা;
Holy-Bible---Ayta-Ambala---Ayta-Ambala-Bible	JOH-003-016		
Holy-Bible---Ayta-Ambala---Ayta-Ambala-Bible	GEN-003-024		
Holy-Bible---Ayta-Ambala---Ayta-Ambala-Bible	LUK-023-034		
Holy-Bible---Ayta-Ambala---Ayta-Ambala-Bible	REV-021-002		 
Holy-Bible---Ayta-Ambala---Ayta-Ambala-Bible	HEB-011-008		
Holy-Bible---Ayta-Ambala---Ayta-Ambala-Bible	EXO-013-017		
Holy-Bible---Ayta-Ambala---Ayta-Ambala-Bible	MAR-010-045	Marcos 10:45	Haku bayaꞌ nangibat ha langitaꞌ Inꞌanak Tawuy naku kayti ha luta, alwan hakuy pinaglilingkuran nu alwan hakuy naglingkud kayu. Buy ibi kuy biyay ku takayꞌêmên mahagêp kuy madlan tawu ha kaparusaan.”
Holy-Bible---Ayta-Ambala---Ayta-Ambala-Bible	ROM-001-001		
Holy-Bible---Ayta-Ambala---Ayta-Ambala-Bible	MAT-028-019		
Holy-Bible---Azerbaijani---Azerbaijani-Bible	JOH-003-016	Yəhya 3:16	Çünki Allah dünyanı elə sevdi ki, vahid Oğlunu verdi; bunu ona görə etdi ki, Ona iman edən hər kəs həlak olmasın, amma əbədi həyata malik olsun.
Holy-Bible---Azerbaijani---Azerbaijani-Bible	GEN-003-024	Yaradiliş 3:24	Rəbb Allah insanı qovdu. O, Eden bağının şərqinə keruvlarını və hər tərəfə fırlanan odlu qılıncını qoydu ki, həyat ağacına gedən yolu qorusunlar.
Holy-Bible---Azerbaijani---Azerbaijani-Bible	LUK-023-034	Luka 23:34	Amma İsa deyirdi: «Ata! Onları bağışla, çünki nə etdiklərini bilmirlər». Onlar püşk ataraq paltarlarını aralarında bölüşdürdülər.
Holy-Bible---Azerbaijani---Azerbaijani-Bible	REV-021-002	Vəhy 21:2-3	Mən müqəddəs şəhərin – yeni Yerusəlimin göydən, Allahın yanından endiyini gördüm. Şəhər öz bəyi üçün bəzədilmiş gəlin kimi hazırlanmışdı. Taxtdan belə deyən uca bir səs eşitdim: «Budur, Allahın məskəni insanların arasındadır. Allah onlarla birgə məskən salacaq; onlar Onun xalqı olacaq, Allah Özü onların Allahı olaraq aralarında yaşayacaq.
Holy-Bible---Azerbaijani---Azerbaijani-Bible	HEB-011-008	Ibranilərə 11:8	İbrahim çağırılanda iman vasitəsilə itaətli olub irs alacağı torpağa getdi. O hara getdiyini bilməyərək yola çıxdı.
Holy-Bible---Azerbaijani---Azerbaijani-Bible	EXO-013-017	Çixiş 13:17	Firon xalqı buraxdığı zaman Allah onları Filiştlilərin ölkəsindən yol qısa olduğuna baxmayaraq, o yolla gətirmədi. Çünki O dedi: «Yoxsa xalq müharibə görəndə bəlkə peşman olub Misirə qayıdar».
Holy-Bible---Azerbaijani---Azerbaijani-Bible	MAR-010-045	Mark 10:45	Çünki Bəşər Oğlu gəlmədi ki, Ona xidmət etsinlər, gəldi ki, Özü xidmət etsin və çoxlarını satın almaq üçün Öz canını fidyə versin».
Holy-Bible---Azerbaijani---Azerbaijani-Bible	ROM-001-001	Romalilara 1:1	İsa Məsihin qulu, həvari olmağa çağırılmış, Allahın Müjdəsini yaymaq üçün seçilmiş mən Pauldan salam!
Holy-Bible---Azerbaijani---Azerbaijani-Bible	MAT-028-019	Matta 28:19	Beləliklə, gedin, bütün millətləri Mənim şagirdim edin; onları Ata, Oğul və Müqəddəs Ruh adı ilə vəftiz edin;
Holy-Bible---Baga-Sitemu---Baga-Sitemu-Bible	JOH-003-016		
Holy-Bible---Baga-Sitemu---Baga-Sitemu-Bible	GEN-003-024	Dəkəcop 3:24	Ntɛ MARIKI Kanu owurɛnɛ fum dalɛ da Edeŋ mɔ, k'ɛncəmbər mɛlɛkɛ kerub ntende dec dɛmpɛ dalɛ da Edeŋ, kɔ dakma ndɛ dencfikəlɛ dɛccɛsəŋɛ nɛnc, ntɛ tɔŋsɔŋɛ ta alɔtərnɛ kətɔk ka kəyinɛ wəyeŋ mɔ.
Holy-Bible---Baga-Sitemu---Baga-Sitemu-Bible	LUK-023-034	Luk 23:34	Kɔ Yesu oloku: «Papa məŋaŋnɛnɛ ŋa, bawo ŋancərɛ fɛ ntɛ ŋayi kəyɔ mɔ.» Kɔ asɔdar akaŋɛ ŋayerɛnɛ yamos yɔn ŋakotɛ ti yampuŋpuŋ.
Holy-Bible---Baga-Sitemu---Baga-Sitemu-Bible	REV-021-002		 
Holy-Bible---Baga-Sitemu---Baga-Sitemu-Bible	HEB-011-008		
Holy-Bible---Baga-Sitemu---Baga-Sitemu-Bible	EXO-013-017	Kəwur 13:17	Ntɛ firawona ɛsak aka Yisrayel ŋakɔ mɔ, Kanu kəsolnɛnɛ fɛ ŋa dɔpɔ da atɔf ŋa aFilisti, ali ntɛ pənayɔnɛ a dɔpɔ dadɔkɔ dɔlɔtərnɛ mɔ. Bawo Kanu kənalokunɛ: «K'aka Yisrayel ŋanəŋk kəwan-ɛ, ŋaŋaŋnɛ tɛlər kəwur kəŋan Misira, tɔsɔŋɛ ŋa sɔ kəluksərnɛ di.»
Holy-Bible---Baga-Sitemu---Baga-Sitemu-Bible	MAR-010-045	Mark 10:45	Wan ka Wərkun ender fɛ padebəcɛ kɔ, mba ender kədebəcɛ afum pəsɔŋ sɔ kiyi kɔn wəyeŋ pəwurus kənay ka afum.»
Holy-Bible---Baga-Sitemu---Baga-Sitemu-Bible	ROM-001-001		
Holy-Bible---Baga-Sitemu---Baga-Sitemu-Bible	MAT-028-019	Matiye 28:19	Nəkɔ, nəsɔŋɛ afum a tɔf ya doru fəp kəyɔnɛ acɛpsɛ em darəŋ, nəcgbət ŋa dəromun tewe ta Kas, ta Wan kɔ t'Amera Ŋecempi,
Holy-Bible---Baiso---Basio-Bible	JOH-003-016	ያንሳ 3:16	“ኡሱ ካአማነ ዱባ ጅሩ ጅሮማክ ግር ጎጎግሮን ኳሬ ጎጎባኖንኮ ዋ ኤረ ኮ ታስስሮ አላም አዳ. ጌላተራ።
Holy-Bible---Baiso---Basio-Bible	GEN-003-024		
Holy-Bible---Baiso---Basio-Bible	LUK-023-034	ሉቃሳ 23:34	የሱሳና፥ “ኣቦኬ! እሶ ካፈላራና ላኮካሳን እሶን ሀሄሶ አምና” አመ። እሶና ሳርስኬሳ ኢጣይ ሄዴዳመን።
Holy-Bible---Baiso---Basio-Bible	REV-021-002	ራጋ ካያንሳ 21:2-3	ቁሉት ካታማ፥ ታኡሱብት ኢየሩሳለም፥ ኤንተሪ ኬሳምን ታሳርሳተቶ ማሻሸ አን እስ ኤካሳተደ ዳሩርኮ ዋ ዶለኮ ዳጋ ግራን አን ዴ፤ ሃ ታአማታ ታአቲ ያየ ኮርፍንጀኮ ብያግራን አን ማለ፤ “ሂክማ! ዋ ካኮባራራ ምን እባዶነ ዎታ ግራ፤ እሶነ ዎታና ግርናራ፤ እሶና ጎሳኬሳያን፤ ዋ ኡሱን እሶነ ዎታ ሄዶክሶና ልናራ፤
Holy-Bible---Baiso---Basio-Bible	HEB-011-008	እብራዊ 11:8	አብራመ ብጉረ ርቲ የላይ ታአታይናሮ ባንኤ ጎጎሴሮን ካኮኡማመረ ጎራታ ኤትራ ሴይናሮ ኮና ሱረ ጎአዴስዋተና ሴይን ካኮአጃጃመራ አማኖያ።
Holy-Bible---Baiso---Basio-Bible	EXO-013-017		
Holy-Bible---Baiso---Basio-Bible	MAR-010-045	ማርቆሳ 10:45	ኤረ ካእባዶ ሀንዳይና ኔፎቴሳ ካሞጋኑን ዎዶ የል ስሳይን ኤመተራ ኳሬ ጎጎሀንዳይናዉን ላኮኤሜተሮ።”
Holy-Bible---Baiso---Basio-Bible	ROM-001-001	ካሮም ቶስ 1:1	ካየሱሳ ክርስቶሳ ድይና ካፋራመሮ ሊን ካኡማመሮኮና ዎንጋላ ካዋቱን ዎዩ ካሌሮ ጳዉሎሳኮ ካፋራመሮ ሀንዳያ።
Holy-Bible---Baiso---Basio-Bible	MAT-028-019	ማቶሳ 28:19	ሃኑን ሴዬንዴን ጎሳ ዱባ ኦዶይ፥ ኤረይና አያና ቁሉኮክ መገይ ጣማቃ እንኮ ኦአጋልሳታራን የላ።
Holy-Bible---Bangwinji---Bangwinji-Bible	JOH-003-016	Yuhanna 3:16	kwama ciu kale wo ri cin neken bibwe ce wiin cuar, la wo ne bilenke cineneri mani a bwiya ti la wi ki lai dume diriri.
