# File Name: SKIPPED.txt
# File Size: 1878046     
# File Date: 12/28/2025 10:21:19
# File Purpose: Supporting resource for the Aionian Bible project
# File Location: https://resources.AionianBible.org
# File Copyright: Creative Commons Attribution 4.0 International, 2018-2025
# File Generator: ABCMS (alpha)
# File Accuracy: Contact publisher with corrections to file format or content
# Publisher Name: Nainoia Inc
# Publisher Contact: https://www.AionianBible.org/Publisher
# Publisher Mission: https://www.AionianBible.org/Preface
# Publisher Website: https://NAINOIA-INC.signedon.net
# Publisher Facebook: https://www.Facebook.com/AionianBible
#
BIBLE	INDEX	BOOK	CHAPTER	VERSE	TEXT
Holy-Bible---Chin-Daai---Daai-Chin-Bible	066	REV	012	018	Acunüng mnaka cun tuikam kdiyüta khana ngdüiki.
Holy-Bible---Chin-Eastern-Khumi---Asang-Khongca-Bible	064	3JO	001	014	nang hoi angqum palang tih hmang, tiah oephaih ka tawnh, to naah mikhmai kang tongah lok aram tih hmang.
Holy-Bible---Chin-Matu---Matupi-Chin-2019	064	3JO	001	014	Tedae nangmih te tlek hmuh ham ka ngaiuep. Te vaengah ka neh ka rhoi te n'thui bitni.
Holy-Bible---Chin-Matu---Matupi-Chin-2019	066	REV	012	018	Tedae tuitunli kah laivin dongah sut pai.
Holy-Bible---Chin-Matu---Matupi-Chin-Bible	064	3JO	001	014	Tedae nangmih te tlek hmuh ham ka ngaiuep. Te vaengah ka neh ka rhoi te n'thui bitni.
Holy-Bible---Chin-Matu---Matupi-Chin-Bible	066	REV	012	018	Tedae tuitunli kah laivin dongah sut pai.
Holy-Bible---Chin-Siyin---Siyin-Chin-Bible	064	3JO	001	014	Ahihang hai ngawl in hong mu tu in ki um khi hi, maitang kisi in i ki paupui tu hi.
Holy-Bible---Chin-Siyin---Siyin-Chin-Bible	066	REV	012	018	Pathian thupiak te a zui nupi nu i suan a tanglai te do tu in kuankhia hi.
Holy-Bible---Chin-Thado---Chongthu-Bible	022	SOL	006	013	Zailom: Hung kile in, hung kile kit tan, O Shulam nungahnu. Hung kinung heijin, hung kit in, i-kimuto kit theina diuvin.
Holy-Bible---Chin-Thado---Chongthu-Bible	064	3JO	001	014	Ajeh chu nangma toh kimaitoa kimuto vah ding kakinemin ahi. Chuphat leh kimaitoa ikihoulim ding ahi.
Holy-Bible---Chin-Thado---Chongthu-Bible	066	REV	012	018	Chujouvin dragon chu twikhanglen pam'a chun adingin ahi.
Holy-Bible---Chin-Thaiphum---Thai-Phum-Bible	064	3JO	001	014	Palang kâhmo roi pawiteh buet touh hoi buet touh lawk kâpan han telah ngaihawi hoi ka o.
Holy-Bible---Chin-Thaiphum---Thai-Phum-Bible	066	REV	012	018	tuipui teng thingyei dawk a kangdue.
Holy-Bible---Chinese---Chinese-Easy-to-Read	040	MAT	017	021	
Holy-Bible---Chinese---Chinese-Easy-to-Read	040	MAT	018	011	
Holy-Bible---Chinese---Chinese-Easy-to-Read	040	MAT	023	014	
Holy-Bible---Chinese---Chinese-Easy-to-Read	041	MAR	007	016	
Holy-Bible---Chinese---Chinese-Easy-to-Read	041	MAR	009	044	
Holy-Bible---Chinese---Chinese-Easy-to-Read	041	MAR	009	046	
Holy-Bible---Chinese---Chinese-Easy-to-Read	041	MAR	011	026	
Holy-Bible---Chinese---Chinese-Easy-to-Read	041	MAR	015	028	
Holy-Bible---Chinese---Chinese-Easy-to-Read	042	LUK	017	036	
Holy-Bible---Chinese---Chinese-Easy-to-Read	042	LUK	023	017	
Holy-Bible---Chinese---Chinese-Easy-to-Read	043	JOH	005	004	
Holy-Bible---Chinese---Chinese-Easy-to-Read	044	ACT	008	037	
Holy-Bible---Chinese---Chinese-Easy-to-Read	044	ACT	015	034	
Holy-Bible---Chinese---Chinese-Easy-to-Read	044	ACT	024	007	
Holy-Bible---Chinese---Chinese-Easy-to-Read	044	ACT	028	029	
Holy-Bible---Chinese---Chinese-Easy-to-Read	045	ROM	016	024	
Holy-Bible---Chinese---Chinese-Easy-to-Read	064	3JO	001	014	盼望很快就见到你，这样我们就可以见面谈。
Holy-Bible---Chinese---Chinese-Easy-to-Read	066	REV	012	018	
Holy-Bible---Chinese---Chinese-Sigao-Bible	007	JDG	005	031	上主! 願你的敵人如此滅亡，願愛你的人像興起的旭日。」
Holy-Bible---Chinese---Chinese-Sigao-Bible	009	1SA	020	042	最後，約納堂對達味說：「你平安去吧! 照我們兩人以上主的名所起的誓：願上主永遠在我和你之間，在我的後代與你的後代之間! 」
Holy-Bible---Chinese---Chinese-Sigao-Bible	011	1KI	022	043	約沙法特完全走了他父親阿撒的道路，不偏左右，行了上主視為正義的事；
Holy-Bible---Chinese---Chinese-Sigao-Bible	013	1CH	012	004	基貝紅人依市瑪雅，他在三十勇士之中，且是三十勇士的首領；
Holy-Bible---Chinese---Chinese-Sigao-Bible	019	PSA	003	001	【困苦人的祈禱】 達味詩歌，作於逃避其子阿貝沙隆時。
Holy-Bible---Chinese---Chinese-Sigao-Bible	019	PSA	004	001	詩歌，交與樂官，和以絃樂。
Holy-Bible---Chinese---Chinese-Sigao-Bible	019	PSA	005	001	【虔誠的早禱】 達味詩歌，交與樂官，和以管樂。
Holy-Bible---Chinese---Chinese-Sigao-Bible	019	PSA	006	001	【懺悔的懇禱】 達味詩歌，交與樂官，和以絃樂，八度低音。
Holy-Bible---Chinese---Chinese-Sigao-Bible	019	PSA	007	001	【苦中投奔於主】 達味有感於本雅明族人的話，向上主唱流離之歌。
Holy-Bible---Chinese---Chinese-Sigao-Bible	019	PSA	008	001	【人的尊威】 達味詩歌，交與槳官。調寄「加特」。
Holy-Bible---Chinese---Chinese-Sigao-Bible	019	PSA	009	001	【天主除暴安良】 達味詩歌，交與樂官。調寄「木特拉本」。
Holy-Bible---Chinese---Chinese-Sigao-Bible	019	PSA	012	001	【求免於是非】 達味詩歌，交與樂官，八度低音。
Holy-Bible---Chinese---Chinese-Sigao-Bible	019	PSA	018	001	【凱旋感恩歌】 上主的僕人達味作，向上主唱了這篇詩歌：
Holy-Bible---Chinese---Chinese-Sigao-Bible	019	PSA	019	001	【讚主頌】 達味詩歌，交與樂官。
Holy-Bible---Chinese---Chinese-Sigao-Bible	019	PSA	020	001	【求賜君王勝利】 達味詩歌，交與樂官。
Holy-Bible---Chinese---Chinese-Sigao-Bible	019	PSA	021	001	【頌賜勝利的天主】 達味詩歌，交與樂官。
Holy-Bible---Chinese---Chinese-Sigao-Bible	019	PSA	022	001	【西亞的苦難與效果】 達味詩歌，交與樂官，調寄「朝鹿」。
Holy-Bible---Chinese---Chinese-Sigao-Bible	019	PSA	030	001	【病後感恩歌】 聖殿祝聖的詩歌，達味作。
Holy-Bible---Chinese---Chinese-Sigao-Bible	019	PSA	031	001	達味詩歌，交與樂官。
Holy-Bible---Chinese---Chinese-Sigao-Bible	019	PSA	034	001	【頌上主保佑之恩】 達味在阿彼默勒客前佯狂，被逐逃走時作。
Holy-Bible---Chinese---Chinese-Sigao-Bible	019	PSA	036	001	上主的僕人達味作，交與樂官。
Holy-Bible---Chinese---Chinese-Sigao-Bible	019	PSA	038	001	達味紀念歌。
Holy-Bible---Chinese---Chinese-Sigao-Bible	019	PSA	039	001	達味詩歌，交與樂官耶杜通。
Holy-Bible---Chinese---Chinese-Sigao-Bible	019	PSA	040	001	達味詩歌，交與樂官。
Holy-Bible---Chinese---Chinese-Sigao-Bible	019	PSA	041	001	達味詩歌，交與樂官。
Holy-Bible---Chinese---Chinese-Sigao-Bible	019	PSA	042	001	科辣黑後裔的訓誨，交與樂官。
Holy-Bible---Chinese---Chinese-Sigao-Bible	019	PSA	044	001	科辣黑後裔的訓誨歌，交與樂官。
Holy-Bible---Chinese---Chinese-Sigao-Bible	019	PSA	045	001	科辣黑後裔的訓誨歌，交與樂官。
Holy-Bible---Chinese---Chinese-Sigao-Bible	019	PSA	046	001	科辣黑後裔的詩歌，交與樂官，女聲高音。
Holy-Bible---Chinese---Chinese-Sigao-Bible	019	PSA	047	001	科辣黑後裔的詩歌，交與樂官。
Holy-Bible---Chinese---Chinese-Sigao-Bible	019	PSA	048	001	科辣黑後裔的詩歌。
Holy-Bible---Chinese---Chinese-Sigao-Bible	019	PSA	049	001	科辣黑後裔歌，用高音，交與樂官。
Holy-Bible---Chinese---Chinese-Sigao-Bible	019	PSA	051	001	達味詩歌，交與樂官。
Holy-Bible---Chinese---Chinese-Sigao-Bible	019	PSA	051	002	作於納堂先知前來指責他與巴特舍巴犯姦之後。
Holy-Bible---Chinese---Chinese-Sigao-Bible	019	PSA	052	001	達味訓誨歌，交與樂官。
Holy-Bible---Chinese---Chinese-Sigao-Bible	019	PSA	052	002	作於厄東人多厄格前去報告撒烏耳，說達味到了阿希默肋客家後。
Holy-Bible---Chinese---Chinese-Sigao-Bible	019	PSA	053	001	達味訓誨歌，交與樂官，悲調。
Holy-Bible---Chinese---Chinese-Sigao-Bible	019	PSA	054	001	達味訓誨歌，交與樂官，和以絃樂。
Holy-Bible---Chinese---Chinese-Sigao-Bible	019	PSA	054	002	作於齊弗人來對撒烏耳說：「看，達味藏在我們這裡」時。
Holy-Bible---Chinese---Chinese-Sigao-Bible	019	PSA	055	001	達味訓誨歌，交與槳官。
Holy-Bible---Chinese---Chinese-Sigao-Bible	019	PSA	056	001	達味金詩，交與樂官。
Holy-Bible---Chinese---Chinese-Sigao-Bible	019	PSA	057	001	達味金詩，交與樂官，作於逃入洞中躲避撒烏耳時。調寄「莫要毀壞」。
Holy-Bible---Chinese---Chinese-Sigao-Bible	019	PSA	058	001	達味金詩，交與樂官。調寄「莫要毀壞」。
Holy-Bible---Chinese---Chinese-Sigao-Bible	019	PSA	059	001	達味金詩，交與樂官。調寄「莫要毀壞」。
Holy-Bible---Chinese---Chinese-Sigao-Bible	019	PSA	060	001	達味金詩，交與樂官。
Holy-Bible---Chinese---Chinese-Sigao-Bible	019	PSA	060	002	約阿布歸來，在鹽谷殺了一萬二千人。
Holy-Bible---Chinese---Chinese-Sigao-Bible	019	PSA	061	001	達味作，交與樂官，和以絃樂。
Holy-Bible---Chinese---Chinese-Sigao-Bible	019	PSA	062	001	達味詩歌，交與樂官耶杜通。
Holy-Bible---Chinese---Chinese-Sigao-Bible	019	PSA	063	001	達味詩歌，作於飄流在猶大曠野時。
Holy-Bible---Chinese---Chinese-Sigao-Bible	019	PSA	064	001	達味詩歌，交與樂官。
Holy-Bible---Chinese---Chinese-Sigao-Bible	019	PSA	065	001	達味詩歌，交與樂官。
Holy-Bible---Chinese---Chinese-Sigao-Bible	019	PSA	067	001	詩歌，交與樂官，和以絃樂。
Holy-Bible---Chinese---Chinese-Sigao-Bible	019	PSA	068	001	達味詩歌，交與樂官。
Holy-Bible---Chinese---Chinese-Sigao-Bible	019	PSA	069	001	達味作，交與樂官，調寄「百合。」
Holy-Bible---Chinese---Chinese-Sigao-Bible	019	PSA	070	001	達味紀念歌，交與樂官。
Holy-Bible---Chinese---Chinese-Sigao-Bible	019	PSA	075	001	阿撒夫的詩歌，交與樂官。
Holy-Bible---Chinese---Chinese-Sigao-Bible	019	PSA	076	001	阿撒夫的詩歌。交與樂官，樂用絃樂。
Holy-Bible---Chinese---Chinese-Sigao-Bible	019	PSA	077	001	阿撒夫的詩歌，交與樂官耶杜通。
Holy-Bible---Chinese---Chinese-Sigao-Bible	019	PSA	080	001	詠【求以色列復興】阿撒夫的詩歌，交與樂官。
Holy-Bible---Chinese---Chinese-Sigao-Bible	019	PSA	081	001	詠【慶節的歌詠】阿撒夫的詩歌，交與樂官。調寄「加特」。
Holy-Bible---Chinese---Chinese-Sigao-Bible	019	PSA	083	001	詠【求消滅聯盟的異民】阿撒夫的詩歌。
Holy-Bible---Chinese---Chinese-Sigao-Bible	019	PSA	084	001	詠【朝拜上主歌】 科辣黑子孫的詩歌，交於樂官。調寄「加特」。
Holy-Bible---Chinese---Chinese-Sigao-Bible	019	PSA	085	001	詠【求賜平安與幸福】 科辣黑子孫的詩歌，交於樂官。
Holy-Bible---Chinese---Chinese-Sigao-Bible	019	PSA	088	001	詠【哀怨歌】 科辣黑子孫的詩歌，交於樂官，悲調歌唱。
Holy-Bible---Chinese---Chinese-Sigao-Bible	019	PSA	089	001	則辣黑人厄堂的訓誨詩。
Holy-Bible---Chinese---Chinese-Sigao-Bible	019	PSA	092	001	安息日的詩歌。
Holy-Bible---Chinese---Chinese-Sigao-Bible	019	PSA	102	001	受壓迫者在憂心悲愁時，向上主訴苦訴。
Holy-Bible---Chinese---Chinese-Sigao-Bible	019	PSA	108	001	【我要在萬民中讚美上主】達味的詩歌。
Holy-Bible---Chinese---Chinese-Sigao-Bible	019	PSA	140	001	上主，求您救拔我脫離兇惡的人；
Holy-Bible---Chinese---Chinese-Sigao-Bible	019	PSA	142	001	我高聲向上主呼求，
Holy-Bible---Chinese---Chinese-Sigao-Bible	027	DAN	003	024	他們在火燄中來回走動，歌頌天主，讚美上主。
Holy-Bible---Chinese---Chinese-Sigao-Bible	027	DAN	003	025	阿匝黎雅立在火燄中，開口這樣祈禱說：「
Holy-Bible---Chinese---Chinese-Sigao-Bible	027	DAN	003	026	上主，我們祖先的天主! 你是可讚美，可稱頌的! 你的名應受尊榮，直到永遠!
Holy-Bible---Chinese---Chinese-Sigao-Bible	027	DAN	003	027	因為你對我們所行的一切是公義的，你的一切作為是信實的，你的一切道路是正直的，你的一切審判是正確的。
Holy-Bible---Chinese---Chinese-Sigao-Bible	027	DAN	003	028	在你所加於我們和加於我們祖先的聖城耶路撒冷的一切事上，你執行了公正的審判：由於我們的罪過，你按照真理和正義使這一切事臨於我們身上。
Holy-Bible---Chinese---Chinese-Sigao-Bible	027	DAN	003	029	我們犯罪作惡，離棄了你，在一切事上犯了重罪，沒有聽從你的誡命，
Holy-Bible---Chinese---Chinese-Sigao-Bible	027	DAN	003	030	也沒有遵守，也沒有執行你為我們的好處，給我們所吩咐的事。
Holy-Bible---Chinese---Chinese-Sigao-Bible	027	DAN	003	031	因此你所加於我們的一切，和你對我們所行的一切，都是按照公正的審判而行的。
Holy-Bible---Chinese---Chinese-Sigao-Bible	027	DAN	003	032	你將我們交在無法無天，邪妄無信的仇人手中，又將我們交於一位不義和全世界上最凶暴不仁的君王手中。
Holy-Bible---Chinese---Chinese-Sigao-Bible	027	DAN	003	033	現在，我們那裏還敢開口! 你的僕人和恭敬你的人們，只有羞愧和恥辱。
Holy-Bible---Chinese---Chinese-Sigao-Bible	027	DAN	003	034	為了你的名，求你不要永遠拋棄我們，也不要廢除你的盟約；
Holy-Bible---Chinese---Chinese-Sigao-Bible	027	DAN	003	035	為了你的朋友亞巴郎，你的僕人依撒格和你的聖者以色列，求你不要使你的仁愛離開我們，
Holy-Bible---Chinese---Chinese-Sigao-Bible	027	DAN	003	036	因為你曾向他們應許過，要使他們的後裔繁多，有如天上的星辰，海邊的沙粒。
Holy-Bible---Chinese---Chinese-Sigao-Bible	027	DAN	003	037	恩主啊! 由於我們的罪過，我們比任何　 民族都渺小，我們今天在全世界上成了微賤的。
Holy-Bible---Chinese---Chinese-Sigao-Bible	027	DAN	003	038	目前我們沒有元首，沒有先知，沒有領袖，沒有全燔祭，沒有祭祀，沒有供物，沒有馨香祭，沒有地方可以給你薦新，好蒙受你的仁愛。
Holy-Bible---Chinese---Chinese-Sigao-Bible	027	DAN	003	039	但願我們能藉著懺悔的心和謙虛的精神蒙你悅納，就如獻上公羊和公牛的全燔祭，又如獻上了萬隻肥羊；
Holy-Bible---Chinese---Chinese-Sigao-Bible	027	DAN	003	040	這樣也希望我們今天在你面前所行的祭獻，能當作滿全了我們對你應盡的義務，因為凡信賴你的，決不會蒙受羞辱。
Holy-Bible---Chinese---Chinese-Sigao-Bible	027	DAN	003	041	現在我們全心隨從你，敬畏你，尋求你的慈顏，望你不要使我們羞慚。
Holy-Bible---Chinese---Chinese-Sigao-Bible	027	DAN	003	042	但願你按照你的寬容和你無限的仁慈，善待我們，
Holy-Bible---Chinese---Chinese-Sigao-Bible	027	DAN	003	043	以你的奇能拯救我們! 上主，願光榮歸於你的名!
Holy-Bible---Chinese---Chinese-Sigao-Bible	027	DAN	003	044	願那些迫害你僕人的人們都蒙受羞辱，喪失他們的一切權勢，使他們蒙受恥辱，粉碎他們的一切力量，
Holy-Bible---Chinese---Chinese-Sigao-Bible	027	DAN	003	045	好叫他們認識你是上主，惟一無二的天主，在全世界上應受光榮。」
Holy-Bible---Chinese---Chinese-Sigao-Bible	027	DAN	003	046	那些將三青年投入火窯中的君王的僕役，仍不斷用石油、瀝青、麻屑和碎柴增加火勢，
Holy-Bible---Chinese---Chinese-Sigao-Bible	027	DAN	003	047	以致火燄自窯內上騰，高達四十九肘；
Holy-Bible---Chinese---Chinese-Sigao-Bible	027	DAN	003	048	噴出的火燄竟將火窯周圍的加色丁人，捲去燒死了。
Holy-Bible---Chinese---Chinese-Sigao-Bible	027	DAN	003	049	但是上主的天使降到窯中，來到阿匝黎雅及他同伴身旁，把窯中的火燄推出，
Holy-Bible---Chinese---Chinese-Sigao-Bible	027	DAN	003	050	使窯中彷彿吹起清涼的微風，火燄不但不能接近他們，且也不能給他們招來什麼痛苦和煩惱。
Holy-Bible---Chinese---Chinese-Sigao-Bible	027	DAN	003	051	於是他們三人在火窯中同聲歌頌、光榮、讚美天主說：「
Holy-Bible---Chinese---Chinese-Sigao-Bible	027	DAN	003	052	上主，我們祖先的天主，你是可讚美的，應受稱讚，應受頌揚，直到永遠! 你光榮的聖名，是可讚美的，應極受稱讚，極受頌揚，直到永遠。
Holy-Bible---Chinese---Chinese-Sigao-Bible	027	DAN	003	053	在你光榮的聖殿中，你是可讚美的，應極受歌頌，極受光榮，直到永遠!
Holy-Bible---Chinese---Chinese-Sigao-Bible	027	DAN	003	054	在你王國的寶座上，你是可讚美的，應極受歌頌，應極受頌揚，直到永遠!
Holy-Bible---Chinese---Chinese-Sigao-Bible	027	DAN	003	055	你鑒察深淵，坐於革魯賓之上，是可讚美的，應受歌頌，應受光榮，直到永遠!
Holy-Bible---Chinese---Chinese-Sigao-Bible	027	DAN	003	056	你在天空穹蒼之上，是可讚美的，應受歌頌，應備受光榮，直到永遠!
Holy-Bible---Chinese---Chinese-Sigao-Bible	027	DAN	003	057	上主的一切化工，請讚美上主，歌頌稱揚他，直到永遠!
Holy-Bible---Chinese---Chinese-Sigao-Bible	027	DAN	003	058	上主的天使，請讚美上主，歌頌稱揚他，直到永遠!
Holy-Bible---Chinese---Chinese-Sigao-Bible	027	DAN	003	059	層層高天，請讚美上主，歌頌稱揚他，直到永遠!
Holy-Bible---Chinese---Chinese-Sigao-Bible	027	DAN	003	060	天上的水，請讚美上主，歌頌稱揚他，直到永遠!
Holy-Bible---Chinese---Chinese-Sigao-Bible	027	DAN	003	061	上主的軍旅，請讚美上主，歌頌稱揚他，直到永遠。
Holy-Bible---Chinese---Chinese-Sigao-Bible	027	DAN	003	062	太陽月亮，請讚美上主，歌頌稱揚他，直到永遠!
Holy-Bible---Chinese---Chinese-Sigao-Bible	027	DAN	003	063	天上的星辰，請讚美上主，歌頌稱揚他，直到永遠!
Holy-Bible---Chinese---Chinese-Sigao-Bible	027	DAN	003	064	雨和露，請讚美上主，歌頌稱揚他，直到永遠!
Holy-Bible---Chinese---Chinese-Sigao-Bible	027	DAN	003	065	所有的風，請讚美上主，歌頌稱揚他，直到永遠!
Holy-Bible---Chinese---Chinese-Sigao-Bible	027	DAN	003	066	火與熱，請讚美上主，歌頌稱揚他，直到永遠!
Holy-Bible---Chinese---Chinese-Sigao-Bible	027	DAN	003	067	寒和暑，請讚美上主，歌頌稱揚他，直到永遠!
Holy-Bible---Chinese---Chinese-Sigao-Bible	027	DAN	003	068	露和霜，請讚美上主，歌頌稱揚他，直到永遠!
Holy-Bible---Chinese---Chinese-Sigao-Bible	027	DAN	003	069	凍和冷，請讚美上主，歌頌稱揚他，直到永遠!
Holy-Bible---Chinese---Chinese-Sigao-Bible	027	DAN	003	070	冰和雪，請讚美上主，歌頌稱揚他，直到永遠!
Holy-Bible---Chinese---Chinese-Sigao-Bible	027	DAN	003	071	夜和晝，請讚美上主，歌頌稱揚他，直到永遠!
Holy-Bible---Chinese---Chinese-Sigao-Bible	027	DAN	003	072	光和暗，請讚美上主，歌頌稱揚他，直到永遠!
Holy-Bible---Chinese---Chinese-Sigao-Bible	027	DAN	003	073	閃和電，請讚美上主，歌頌稱揚他，直到永遠!
Holy-Bible---Chinese---Chinese-Sigao-Bible	027	DAN	003	074	願大地，讚美上主，歌頌稱揚他，直到永遠!
Holy-Bible---Chinese---Chinese-Sigao-Bible	027	DAN	003	075	山嶽丘陵，請讚美上主，歌頌稱揚他，直到永遠!
Holy-Bible---Chinese---Chinese-Sigao-Bible	027	DAN	003	076	地上的生物，請讚美上主，歌頌稱揚他，直到永遠!
Holy-Bible---Chinese---Chinese-Sigao-Bible	027	DAN	003	077	水泉水源，請讚美上主，歌頌稱揚他，直到永遠!
Holy-Bible---Chinese---Chinese-Sigao-Bible	027	DAN	003	078	海洋江河，請讚美上主，歌頌稱揚他，直到永遠!
Holy-Bible---Chinese---Chinese-Sigao-Bible	027	DAN	003	079	鯨魚和水中所有生物，請讚美上主，歌頌稱揚他，直到永遠!
Holy-Bible---Chinese---Chinese-Sigao-Bible	027	DAN	003	080	天空所有飛鳥，請讚美上主，歌頌稱揚他，直到永遠!
Holy-Bible---Chinese---Chinese-Sigao-Bible	027	DAN	003	081	野獸家畜，請讚美上主，歌頌稱揚他，直到永遠。
Holy-Bible---Chinese---Chinese-Sigao-Bible	027	DAN	003	082	普世人類，請讚美上主，歌頌稱揚他，直到永遠!
Holy-Bible---Chinese---Chinese-Sigao-Bible	027	DAN	003	083	以色列子民，請讚美上主，歌頌稱揚他，直到永遠!
Holy-Bible---Chinese---Chinese-Sigao-Bible	027	DAN	003	084	上主的眾司祭，請讚美上主，歌頌稱揚他，直到永遠!
Holy-Bible---Chinese---Chinese-Sigao-Bible	027	DAN	003	085	上主的眾僕人，請讚美上主，歌頌稱揚他，直到永遠!
Holy-Bible---Chinese---Chinese-Sigao-Bible	027	DAN	003	086	義人的心靈，請讚美上主，歌頌稱揚他，直到永遠!
Holy-Bible---Chinese---Chinese-Sigao-Bible	027	DAN	003	087	聖潔和心謙的人，請讚美上主，歌頌稱揚他，直到永遠!
Holy-Bible---Chinese---Chinese-Sigao-Bible	027	DAN	003	088	阿納尼雅、阿匝黎雅和米沙耳，請讚美上主，歌頌稱揚他，直到永遠! 因為他由陰府中救出了我們，從死亡的掌握中搶救了我們；由烈火窯中救出了我們，從火燄中拯救了我們。
Holy-Bible---Chinese---Chinese-Sigao-Bible	027	DAN	003	089	你們要稱謝上主，因為他是美善的，因為他的仁慈，永遠常存!
Holy-Bible---Chinese---Chinese-Sigao-Bible	027	DAN	003	090	凡敬拜上主的，請讚美眾神之神，歌頌稱揚他，因為他的仁慈，永遠常存! 」
Holy-Bible---Chinese---Chinese-Sigao-Bible	027	DAN	013	001	從前有一個人住在巴比倫，名叫約雅金，
Holy-Bible---Chinese---Chinese-Sigao-Bible	027	DAN	013	002	他娶了一個妻子名叫蘇撒納，是希耳克雅的女兒；這女子非常美麗，而且敬畏上主，
Holy-Bible---Chinese---Chinese-Sigao-Bible	027	DAN	013	003	原來她的父母都是義人，常按照梅瑟的法律教育了自己的女兒。
Holy-Bible---Chinese---Chinese-Sigao-Bible	027	DAN	013	004	約雅金是個很富有的人，靠近他的住宅有一個果園；由於他比眾人更有聲望，猶太人經常到他那裏集會。
Holy-Bible---Chinese---Chinese-Sigao-Bible	027	DAN	013	005	那一年，有兩個長老由人民選為民長，上主曾論及這類人說：「邪惡充塞巴比倫，是由於只在表面上治理人民的長老和民長。」
Holy-Bible---Chinese---Chinese-Sigao-Bible	027	DAN	013	006	這兩個人經常到約雅金的家裏來；凡有訴訟的，都到這裏來見他們。
Holy-Bible---Chinese---Chinese-Sigao-Bible	027	DAN	013	007	中午時，人民離去以後，蘇撒納常走進她丈夫的果園裏散步。
Holy-Bible---Chinese---Chinese-Sigao-Bible	027	DAN	013	008	那兩個長老每天見她進去散步，遂對她起了邪念。
Holy-Bible---Chinese---Chinese-Sigao-Bible	027	DAN	013	009	他們昧著良心，轉眼不看上天，全不思念正義的裁判。
