# File Name: RAWCHECK.txt
# File Size: 4696076     
# File Date: 08/31/2026 07:39:05
# File Purpose: Supporting resource for the Aionian Bible project
# File Location: https://resources.AionianBible.org
# File Copyright: Creative Commons Attribution 4.0 International, 2018-2026
# File Generator: ABCMS (alpha)
# File Accuracy: Contact publisher with corrections to file format or content
# Publisher Name: Nainoia Inc
# Publisher Contact: https://www.AionianBible.org/Publisher
# Publisher Mission: https://www.AionianBible.org/Preface
# Publisher Website: https://NAINOIA-INC.signedon.net
# Publisher Facebook: https://www.Facebook.com/AionianBible
#
BIBLE	INDEX	BOOK	CHAPTER	VERSE	RAWFIX	TEXT	ORIGINAL
Holy-Bible---Armenian---Armenian-Bible-Eastern	041	MAR	008	038	MODIFY	Ով որ ամօթ համարի ինձ եւ իմ խօսքերը այս շնացող եւ մեղաւոր ազգի մէջ, մարդու Որդին էլ նրան պիտի ամաչեցնի, երբ գայ փառքովն իր Հօր եւ սուրբ հրեշտակների»:	Ով որ ամօթ համարի ինձ եւ իմ խօսքերը այս շնացող եւ մեղաւոր ազգի մէջ, մարդու Որդին էլ նրան պիտի ամաչեցնի, երբ գայ փառքովն իր Հօր եւ սուրբ հրեշտակների»: Եւ նրանց ասաց. «Ճշմարիտ եմ ասում ձեզ, թէ նրանցից, որ այստեղ են, կան ոմանք, որոնք մահ չպիտի ճաշակեն, մինչեւ որ տեսնեն Աստծու արքայութիւնը՝ զօրութեամբ եկած»:
Holy-Bible---Armenian---Armenian-Bible-Eastern	041	MAR	008	039	ADD	Եւ նրանց ասաց. «Ճշմարիտ եմ ասում ձեզ, թէ նրանցից, որ այստեղ են, կան ոմանք, որոնք մահ չպիտի ճաշակեն, մինչեւ որ տեսնեն Աստծու արքայութիւնը՝ զօրութեամբ եկած»:	
Holy-Bible---Armenian---Armenian-Bible-Eastern	041	MAR	009	043	DELETE	Եւ եթէ քո ոտքն է գայթակղեցնում քեզ, կտրի՛ր, քեզնից դէ՛ն գցիր այն. լաւ է, որ դու կաղ մտնես յաւիտենական կեանքը, քան թէ երկու ոտք ունենաս ու գեհեն ընկնես:	
Holy-Bible---Armenian---Armenian-Bible-Eastern	041	MAR	009	044	MODIFY	Եւ եթէ քո ոտքն է գայթակղեցնում քեզ, կտրի՛ր, քեզնից դէ՛ն գցիր այն. լաւ է, որ դու կաղ մտնես յաւիտենական կեանքը, քան թէ երկու ոտք ունենաս ու գեհեն ընկնես:	Եւ եթէ քո աչքն է գայթակղեցնում քեզ, քաշիր հանի՛ր այն. լաւ է, որ դու մէկ աչքով մտնես Աստծու արքայութիւնը, քան թէ երկու աչք ունենաս ու ընկնես գեհեն,
Holy-Bible---Armenian---Armenian-Bible-Eastern	041	MAR	009	045	DELETE	ուր նրանց որդը չի մեռնում, եւ կրակը չի հանգչում,	
Holy-Bible---Armenian---Armenian-Bible-Eastern	041	MAR	009	046	MODIFY	Եւ եթէ քո աչքն է գայթակղեցնում քեզ, քաշիր հանի՛ր այն. լաւ է, որ դու մէկ աչքով մտնես Աստծու արքայութիւնը, քան թէ երկու աչք ունենաս ու ընկնես գեհեն,	որովհետեւ ամէն ինչ կրակով պիտի աղուի:
Holy-Bible---Armenian---Armenian-Bible-Eastern	041	MAR	009	047	MODIFY	ուր նրանց որդը չի մեռնում, եւ կրակը չի հանգչում,	Աղը լաւ բան է. բայց եթէ աղը անհամանայ, ինչո՞վ պիտի համեմուի. արդ, դուք ձեր մէ՛ջ ունեցէք աղը եւ իրար հետ խաղաղութեա՛մբ ապրեցէք»:
Holy-Bible---Armenian---Armenian-Bible-Eastern	041	MAR	009	048	ADD	որովհետեւ ամէն ինչ կրակով պիտի աղուի:	
Holy-Bible---Armenian---Armenian-Bible-Eastern	041	MAR	009	049	ADD	Աղը լաւ բան է. բայց եթէ աղը անհամանայ, ինչո՞վ պիտի համեմուի. արդ, դուք ձեր մէ՛ջ ունեցէք աղը եւ իրար հետ խաղաղութեա՛մբ ապրեցէք»:	
Holy-Bible---Armenian---Armenian-Bible-Eastern	042	LUK	001	032	MODIFY	Նա մեծ կը լինի եւ Բարձրեալի որդի կը կոչուի: Եւ Տէր Աստուած նրան կը տայ նրա հօր՝ Դաւթի աթոռը,	Նա մեծ կը լինի եւ Բարձրեալի որդի կը կոչուի: Եւ Տէր Աստուած նրան կը տայ նրա հօր՝ Դաւթի աթոռը, եւ նա յաւիտեան կը թագաւորի Յակոբի տան վրայ,
Holy-Bible---Armenian---Armenian-Bible-Eastern	042	LUK	001	033	MODIFY	եւ նա յաւիտեան կը թագաւորի Յակոբի տան վրայ, ու նրա թագաւորութիւնը վախճան չի ունենայ»:	ու նրա թագաւորութիւնը վախճան չի ունենայ»:
Holy-Bible---Armenian---Armenian-Bible-Eastern	042	LUK	001	047	DELETE	Մարիամը գրեթէ երեք ամիս մնաց Եղիսաբեթի մօտ եւ դարձաւ իր տունը:	
Holy-Bible---Armenian---Armenian-Bible-Eastern	042	LUK	001	048	DELETE	Եղիսաբեթի ծննդաբերելու ժամանակը լրացաւ, եւ նա մի որդի ծնեց.	
Holy-Bible---Armenian---Armenian-Bible-Eastern	042	LUK	001	049	DELETE	եւ նրա շուրջը գտնուողներն ու նրա ազգատոհմը լսեցին, որ Տէրն իր մեծ ողորմութիւնը ցոյց տուեց նրա հանդէպ, եւ ուրախանում էին նրա հետ:	
Holy-Bible---Armenian---Armenian-Bible-Eastern	042	LUK	001	050	DELETE	Եւ ութերորդ օրը եկան մանկանը թլփատելու. եւ նրան իր հօր անունով Զաքարիա էին կոչում:	
Holy-Bible---Armenian---Armenian-Bible-Eastern	042	LUK	001	051	DELETE	Բայց նրա մայրը պատասխանեց եւ ասաց. «Ո՛չ, այլ Յովհաննէս պէտք է կոչուի»:	
Holy-Bible---Armenian---Armenian-Bible-Eastern	042	LUK	001	052	DELETE	Նրան ասացին. «Սակայն քո ազգատոհմի մէջ չկայ մէկը, որի անունը Յովհաննէս լինի»:	
Holy-Bible---Armenian---Armenian-Bible-Eastern	042	LUK	001	053	DELETE	Նշանացի ակնարկեցին նրա հօրը, թէ ի՛նչ կը կամենայ նրան կոչել:	
Holy-Bible---Armenian---Armenian-Bible-Eastern	042	LUK	001	054	DELETE	Իսկ նա մի տախտակ ուզեց եւ վրան գրեց. «Դրա անունը Յովհաննէս է»: Եւ բոլորը զարմացան:	
Holy-Bible---Armenian---Armenian-Bible-Eastern	042	LUK	001	055	DELETE	Եւ իսկոյն նրա բերանը բացուեց ու նրա լեզուն՝ նոյնպէս. եւ խօսում էր ու օրհնում Աստծուն:	
Holy-Bible---Armenian---Armenian-Bible-Eastern	042	LUK	001	056	MODIFY	Մարիամը գրեթէ երեք ամիս մնաց Եղիսաբեթի մօտ եւ դարձաւ իր տունը:	Եւ ահ ընկաւ բոլորի մէջ, որ լսեցին այս, եւ նրանց մէջ, որ բնակւում էին նրանց շուրջը: Եւ Հրէաստանի ամբողջ լեռնակողմում այս բոլոր բաները պատմւում էին:
Holy-Bible---Armenian---Armenian-Bible-Eastern	042	LUK	001	057	MODIFY	Եղիսաբեթի ծննդաբերելու ժամանակը լրացաւ, եւ նա մի որդի ծնեց.	Եւ բոլոր լսողները պահում էին իրենց սրտում այս ամէնը եւ ասում էին. «Արդեօք ի՞նչ կը լինի այս մանուկը»: Եւ Տիրոջ ձեռքը նրա հետ էր:
Holy-Bible---Armenian---Armenian-Bible-Eastern	042	LUK	001	058	MODIFY	եւ նրա շուրջը գտնուողներն ու նրա ազգատոհմը լսեցին, որ Տէրն իր մեծ ողորմութիւնը ցոյց տուեց նրա հանդէպ, եւ ուրախանում էին նրա հետ:	Զաքարիան՝ նրա հայրը, Սուրբ Հոգով լցուեց, մարգարէացաւ եւ ասաց.
Holy-Bible---Armenian---Armenian-Bible-Eastern	042	LUK	001	059	MODIFY	Եւ ութերորդ օրը եկան մանկանը թլփատելու. եւ նրան իր հօր անունով Զաքարիա էին կոչում:	Եւ մանուկը աճում ու զօրանում էր հոգով եւ մնում էր ամայի տեղերում՝ մինչեւ Իսրայէլում նրա երեւալու օրը:
Holy-Bible---Armenian---Armenian-Bible-Eastern	042	LUK	001	060	ADD	Բայց նրա մայրը պատասխանեց եւ ասաց. «Ո՛չ, այլ Յովհաննէս պէտք է կոչուի»:	
Holy-Bible---Armenian---Armenian-Bible-Eastern	042	LUK	001	061	ADD	Նրան ասացին. «Սակայն քո ազգատոհմի մէջ չկայ մէկը, որի անունը Յովհաննէս լինի»:	
Holy-Bible---Armenian---Armenian-Bible-Eastern	042	LUK	001	062	ADD	Նշանացի ակնարկեցին նրա հօրը, թէ ի՛նչ կը կամենայ նրան կոչել:	
Holy-Bible---Armenian---Armenian-Bible-Eastern	042	LUK	001	063	ADD	Իսկ նա մի տախտակ ուզեց եւ վրան գրեց. «Դրա անունը Յովհաննէս է»: Եւ բոլորը զարմացան:	
Holy-Bible---Armenian---Armenian-Bible-Eastern	042	LUK	001	064	ADD	Եւ իսկոյն նրա բերանը բացուեց ու նրա լեզուն՝ նոյնպէս. եւ խօսում էր ու օրհնում Աստծուն:	
Holy-Bible---Armenian---Armenian-Bible-Eastern	042	LUK	001	065	ADD	Եւ ահ ընկաւ բոլորի մէջ, որ լսեցին այս, եւ նրանց մէջ, որ բնակւում էին նրանց շուրջը: Եւ Հրէաստանի ամբողջ լեռնակողմում այս բոլոր բաները պատմւում էին:	
Holy-Bible---Armenian---Armenian-Bible-Eastern	042	LUK	001	066	ADD	Եւ բոլոր լսողները պահում էին իրենց սրտում այս ամէնը եւ ասում էին. «Արդեօք ի՞նչ կը լինի այս մանուկը»: Եւ Տիրոջ ձեռքը նրա հետ էր:	
Holy-Bible---Armenian---Armenian-Bible-Eastern	042	LUK	001	067	ADD	Զաքարիան՝ նրա հայրը, Սուրբ Հոգով լցուեց, մարգարէացաւ եւ ասաց.	
Holy-Bible---Armenian---Armenian-Bible-Eastern	042	LUK	001	080	ADD	Եւ մանուկը աճում ու զօրանում էր հոգով եւ մնում էր ամայի տեղերում՝ մինչեւ Իսրայէլում նրա երեւալու օրը:	
Holy-Bible---Armenian---Armenian-Bible-Eastern	042	LUK	006	020	MODIFY	Եւ Յիսուս աչքերը բարձրացրեց իր աշակերտների վրայ ու ասաց.  Երանի՜ հոգով աղքատներիդ, որովհետեւ Աստծու արքայութիւնը ձերն է:	Եւ Յիսուս աչքերը բարձրացրեց իր աշակերտների վրայ ու ասաց.
Holy-Bible---Armenian---Armenian-Bible-Eastern	042	LUK	006	021	MODIFY	Երանի՜ նրանց, որ քաղցած են այժմ, որովհետեւ պիտի յագենան: Երանի՜ նրանց, որ այժմ լալիս են, որովհետեւ պիտի ծիծաղեն:	- Երանի՜ հոգով աղքատներիդ, որովհետեւ Աստծու արքայութիւնը ձերն է:
Holy-Bible---Armenian---Armenian-Bible-Eastern	042	LUK	006	022	MODIFY	Երանի՜ է ձեզ, երբ որ մարդիկ ձեզ ատեն եւ երբ որ ձեզ մերժեն եւ նախատեն ու մարդու Որդու պատճառով ձեր մասին չար անուն հանեն:	- Երանի՜ նրանց, որ քաղցած են այժմ, որովհետեւ պիտի յագենան:
Holy-Bible---Armenian---Armenian-Bible-Eastern	042	LUK	006	023	MODIFY	Ուրախացէ՛ք այդ օրը եւ ցնծացէ՛ք, որովհետեւ ձեր վարձը մեծ է երկնքում. նրանց հայրերը նոյն ձեւով էին վարւում մարգարէների հանդէպ:	- Երանի՜ նրանց, որ այժմ լալիս են, որովհետեւ պիտի ծիծաղեն:
Holy-Bible---Armenian---Armenian-Bible-Eastern	042	LUK	006	024	MODIFY	Բայց վա՜յ ձեզ՝ հարուստներիդ, որովհետեւ դուք ձեր մխիթարութիւնը ստացել էք:	- Երանի՜ է ձեզ, երբ որ մարդիկ ձեզ ատեն եւ երբ որ ձեզ մերժեն եւ նախատեն ու մարդու Որդու պատճառով ձեր մասին չար անուն հանեն:
Holy-Bible---Armenian---Armenian-Bible-Eastern	042	LUK	006	025	MODIFY	Վա՜յ ձեզ, որ այժմ յագեցած էք, որովհետեւ քաղցած պիտի մնաք: Վա՜յ ձեզ, որ այժմ ծիծաղում էք, որովհետեւ պիտի սգաք ու պիտի լաք:	Ուրախացէ՛ք այդ օրը եւ ցնծացէ՛ք, որովհետեւ ձեր վարձը մեծ է երկնքում. նրանց հայրերը նոյն ձեւով էին վարւում մարգարէների հանդէպ:
Holy-Bible---Armenian---Armenian-Bible-Eastern	042	LUK	006	026	MODIFY	Վա՜յ ձեզ, երբ որ բոլոր մարդիկ լաւ խօսեն ձեր մասին, որովհետեւ նրանց հայրերը սուտ մարգարէներին այդպէս էին անում:	- Բայց վա՜յ ձեզ՝ հարուստներիդ, որովհետեւ դուք ձեր մխիթարութիւնը ստացել էք:
Holy-Bible---Armenian---Armenian-Bible-Eastern	042	LUK	006	027	MODIFY	«Բայց ասում եմ ձեզ, դո՛ւք, որ լսում էք ինձ. սիրեցէ՛ք ձեր թշնամիներին, ձեզ ատողներին բարութի՛ւն արէք.	- Վա՜յ ձեզ, որ այժմ յագեցած էք, որովհետեւ քաղցած պիտի մնաք:
Holy-Bible---Armenian---Armenian-Bible-Eastern	042	LUK	006	028	MODIFY	օրհնեցէ՛ք ձեզ անիծողներին, ձեզ նեղողների համար աղօթեցէ՛ք:	- Վա՜յ ձեզ, որ այժմ ծիծաղում էք, որովհետեւ պիտի սգաք ու պիտի լաք:
Holy-Bible---Armenian---Armenian-Bible-Eastern	042	LUK	006	029	MODIFY	Ով խփում է քո ծնօտին, նրան մի՛ւսն էլ մօտեցրու. եւ ով որ քեզնից քո բաճկոնը բռնի է վերցնում, նրան մի՛ արգելիր, որ վերցնի շապիկդ էլ:	- Վա՜յ ձեզ, երբ որ բոլոր մարդիկ լաւ խօսեն ձեր մասին, որովհետեւ նրանց հայրերը սուտ մարգարէներին այդպէս էին անում:
Holy-Bible---Armenian---Armenian-Bible-Eastern	042	LUK	006	030	MODIFY	Ամէն մարդու, որ քեզնից ուզում է, տո՛ւր, եւ ինչ որ մէկը քեզնից վերցնի, ետ մի՛ պահանջիր:	«Բայց ասում եմ ձեզ, դո՛ւք, որ լսում էք ինձ. սիրեցէ՛ք ձեր թշնամիներին, ձեզ ատողներին բարութի՛ւն արէք.
Holy-Bible---Armenian---Armenian-Bible-Eastern	042	LUK	006	031	MODIFY	Եւ ինչպէս կամենում էք, որ անեն ձեզ մարդիկ, այնպէս արէ՛ք եւ դուք նրանց:	օրհնեցէ՛ք ձեզ անիծողներին, ձեզ նեղողների համար աղօթեցէ՛ք:
Holy-Bible---Armenian---Armenian-Bible-Eastern	042	LUK	006	032	MODIFY	Եւ եթէ դուք ձեզ սիրողներին սիրէք, ո՞րն է ձեր արած շնորհը, որովհետեւ մեղաւորներն էլ են սիրում իրենց սիրողներին:	Ով խփում է քո ծնօտին, նրան մի՛ւսն էլ մօտեցրու. եւ ով որ քեզնից քո բաճկոնը բռնի է վերցնում, նրան մի՛ արգելիր, որ վերցնի շապիկդ էլ:
Holy-Bible---Armenian---Armenian-Bible-Eastern	042	LUK	006	033	MODIFY	Եւ եթէ ձեր բարերարներին բարութիւն անէք, ո՞րն է ձեր արած շնորհը, որովհետեւ մեղաւորներն էլ նոյնն են անում:	Ամէն մարդու, որ քեզնից ուզում է, տո՛ւր, եւ ինչ որ մէկը քեզնից վերցնի, ետ մի՛ պահանջիր:
Holy-Bible---Armenian---Armenian-Bible-Eastern	042	LUK	006	034	MODIFY	Եւ եթէ փոխ էք տալիս նրանց, որոնցից յետ առնելու ակնկալութիւն ունէք, ո՞րն է ձեր արած շնորհը, որովհետեւ մեղաւորներն էլ են փոխ տալիս մեղաւորներին, որպէսզի նոյն չափով յետ առնեն:	Եւ ինչպէս կամենում էք, որ անեն ձեզ մարդիկ, այնպէս արէ՛ք եւ դուք նրանց:
Holy-Bible---Armenian---Armenian-Bible-Eastern	042	LUK	006	035	MODIFY	Բայց դուք սիրեցէ՛ք ձեր թշնամիներին եւ բարութի՛ւն արէք ձեզ ատողներին ու փո՛խ տուէք նրան, ումից յետ առնելու ակնկալութիւն չունէք: Եւ ձեր վարձը շատ կը լինի, եւ դուք Բարձրեալի որդիները կը լինէք, որովհետեւ նա բարեհաճ է չարերի եւ ապերախտների հանդէպ:	Եւ եթէ դուք ձեզ սիրողներին սիրէք, ո՞րն է ձեր արած շնորհը, որովհետեւ մեղաւորներն էլ են սիրում իրենց սիրողներին:
